iso3,hazard,rp,income_cat,di,dy
AGO,all_hazards,AAL,0.8,1.624268877510511,1.5988575178839501
AGO,all_hazards,AAL,1.0,4.554550658866221,4.36777921482376
AGO,all_hazards,AAL,tot,2.7460413921368083,2.746455759511717
ALB,Earthquake,10.0,0.2,101.8337404802143,118.2371427805141
ALB,Earthquake,10.0,0.4,53.06175284013183,56.2733913228951
ALB,Earthquake,10.0,0.6,39.720607245617025,37.82042038228812
ALB,Earthquake,10.0,0.8,54.11717194337602,51.57545855132076
ALB,Earthquake,10.0,1.0,29.348162812700288,14.18464398049054
ALB,Earthquake,10.0,tot,55.61628706440789,55.61821140350172
ALB,Earthquake,25.0,0.2,253.90593231143222,294.8051581917424
ALB,Earthquake,25.0,0.4,132.30088339502842,140.3085835872038
ALB,Earthquake,25.0,0.6,99.03689844952783,94.29909038292618
ALB,Earthquake,25.0,0.8,134.93239992505832,128.59504940218804
ALB,Earthquake,25.0,1.0,73.17488884770987,35.36711150340162
ALB,Earthquake,25.0,tot,138.67020058575133,138.6749986134924
ALB,Earthquake,50.0,0.2,506.6590106665316,588.2717604471402
ALB,Earthquake,50.0,0.4,264.00105771855203,279.98009932718014
ALB,Earthquake,50.0,0.6,197.6241221744001,188.17001794808422
ALB,Earthquake,50.0,0.8,269.25214243925944,256.60621598557583
ALB,Earthquake,50.0,1.0,146.0175288214192,70.57363946293101
ALB,Earthquake,50.0,tot,276.7107723640325,276.72034663418225
ALB,Earthquake,100.0,0.2,1008.7381614354515,1171.2259361127033
ALB,Earthquake,100.0,0.4,525.6157217645994,557.429365091663
ALB,Earthquake,100.0,0.6,393.46185395034144,374.6391043011701
ALB,Earthquake,100.0,0.8,536.0704248986456,510.8928827411397
ALB,Earthquake,100.0,1.0,290.7151564656786,140.50934024442108
ALB,Earthquake,100.0,tot,550.9202637029433,550.9393256982195
ALB,Earthquake,250.0,0.2,2487.4788530553146,2888.1625178970594
ALB,Earthquake,250.0,0.4,1296.1321804880567,1374.5824345184044
ALB,Earthquake,250.0,0.6,970.2498414382037,923.8342367761974
ALB,Earthquake,250.0,0.8,1321.9127585955641,1259.8266731444296
ALB,Earthquake,250.0,1.0,716.883559695994,346.48635877658
ALB,Earthquake,250.0,tot,1358.5314386546265,1358.5784442225342
ALB,Earthquake,500.0,0.2,4205.577543061201,4883.012939410451
ALB,Earthquake,500.0,0.4,2191.3691384367735,2324.004889768783
ALB,Earthquake,500.0,0.6,1640.4002547797586,1561.9254470947105
ALB,Earthquake,500.0,0.8,2234.956331229548,2129.9874602825007
ALB,Earthquake,500.0,1.0,1212.0341831023427,585.8040753423955
ALB,Earthquake,500.0,tot,2296.8674901219247,2296.9469623797677
ALB,Earthquake,1000.0,0.2,5453.552740829728,6332.01226860398
ALB,Earthquake,1000.0,0.4,2841.642330625705,3013.6367969748335
ALB,Earthquake,1000.0,0.6,2127.177352911255,2025.41570468223
ALB,Earthquake,1000.0,0.8,2898.1637125967236,2762.0460764352983
ALB,Earthquake,1000.0,1.0,1571.696698861917,759.637264552099
ALB,Earthquake,1000.0,tot,2978.446567165066,2978.5496222496886
