iso3,income_cat,hazard,JEL,JEL_adj,JEL_pop_rel,JEL_adj_pop_rel
ARG,0.8,all_hazards,4822.044314959825,4394.087882007141,0.00010552406198866354,9.615880148716965e-05
ARG,1.0,Earthquake,8881.354240284856,8093.134051459575,0.0001943566906856407,0.00017710753438729009
ARG,1.0,Flood,3203.837473398534,2919.4968976344144,7.011174557140642e-05,6.388932815194412e-05
ARG,1.0,all_hazards,12085.19171368339,11012.630949093991,0.00026446843625704716,0.00024099686253923423
ARG,total,Earthquake,14565.393105377243,13272.714467275015,0.0003187443632927057,0.00029045580105047813
ARG,total,Flood,7734.417091652744,7047.987574768563,0.00016925748817647328,0.00015423588610081129
ARG,total,all_hazards,22299.810197029987,20320.702042043577,0.00048800185146917897,0.00044469168715128936
ARM,0.2,Earthquake,796.259779055429,772.3719856837661,0.00026248880140281164,0.00025461413736072724
ARM,0.2,Flood,307.15233085731757,297.937760931598,0.00010125344679654444,9.82158433926481e-05
ARM,0.2,all_hazards,1103.4121099127465,1070.309746615364,0.000363742248199356,0.0003528299807533753
ARM,0.4,Earthquake,2375.5054732231515,2304.240309026457,0.0007830906455326031,0.000759597926166625
ARM,0.4,Flood,743.1545840020476,720.8599464819861,0.00024498255612396495,0.00023763307944024595
ARM,0.4,all_hazards,3118.660057225199,3025.100255508443,0.001028073201656568,0.000997231005606871
ARM,0.6,Earthquake,1517.453368415405,1471.9297673629428,0.0005002318669574436,0.00048522491094872024
ARM,0.6,Flood,798.169240868028,774.2241636419872,0.0002631182597224421,0.0002552247119307688
ARM,0.6,all_hazards,2315.622609283433,2246.1539310049297,0.0007633501266798856,0.000740449622879489
ARM,0.8,Earthquake,181.917443670651,176.45992036053147,5.996948860084095e-05,5.8170403942815714e-05
ARM,0.8,Flood,144.21903640392145,139.8924653118038,4.754212507134381e-05,4.611586131920349e-05
ARM,0.8,all_hazards,326.13648007457243,316.35238567233523,0.00010751161367218475,0.0001042862652620192
ARM,1.0,Earthquake,52.437080371250794,50.86396796011327,1.728599979273143e-05,1.676741979894949e-05
ARM,1.0,Flood,156.80876022935033,152.10449742246982,5.1692355440695674e-05,5.01415847774748e-05
ARM,1.0,all_hazards,209.24584060060113,202.96846538258308,6.897835523342711e-05,6.690900457642429e-05
ARM,total,Earthquake,4923.573144735888,4775.865950393811,0.0016230668022864307,0.0015743747982178377
ARM,total,Flood,2149.503952360665,2085.018833789845,0.000708588743154991,0.0006873310808603411
ARM,total,all_hazards,7073.077097096552,6860.884784183656,0.0023316555454414214,0.002261705879078179
AUS,0.2,Earthquake,1216.0553946463156,981.6607173282382,4.470001589227535e-05,3.608408782903928e-05
AUS,0.2,Flood,307.3582022674459,248.11490878039572,1.1297936415118588e-05,9.120259171104481e-06
AUS,0.2,Storm surge,81.54886095425891,65.8303180053255,2.9975899097199658e-06,2.4198044546214418e-06
AUS,0.2,Tsunami,517.0124077426203,417.35826615023024,1.9004449093637098e-05,1.5341341530838547e-05
AUS,0.2,Wind,455.5256093051228,367.7230481115604,1.674430463029984e-05,1.3516839912809547e-05
AUS,0.2,all_hazards,2577.5004749157633,2080.68725837575,9.474429594105084e-05,7.64823328984133e-05
AUS,0.4,Earthquake,238.46156287679312,192.49809663229126,8.765419484356354e-06,7.075884878746668e-06
AUS,0.4,Flood,441.5470926468175,356.4388905391434,1.6230479421738174e-05,1.3102054513198142e-05
AUS,0.4,Storm surge,114.1050309735663,92.1112862534114,4.1942963456779385e-06,3.385845725048516e-06
AUS,0.4,Tsunami,762.5917008473544,615.6021505090268,2.8031503578920713e-05,2.2628431264083744e-05
AUS,0.4,Wind,637.3818487565119,514.5264974086942,2.3429013920168006e-05,1.8913071487055624e-05
AUS,0.4,all_hazards,2194.0872361010433,1771.1769213425673,8.065071275086119e-05,6.51052878681327e-05
AUS,0.6,Earthquake,269.2660895552569,217.36505079348112,9.897738651841183e-06,7.989949526698795e-06
AUS,0.6,Flood,493.72722574627466,398.5613029836802,1.814852755431125e-05,1.4650398868217755e-05
AUS,0.6,Storm surge,127.58947193733196,102.99660122141123,4.689960217597262e-06,3.78597038565539e-06
AUS,0.6,Tsunami,855.3885797235541,690.5124309818391,3.1442550459499795e-05,2.538199885843121e-05
AUS,0.6,Wind,626.6837364246684,505.8904462288136,2.3035770492807664e-05,1.8595625730318987e-05
AUS,0.6,all_hazards,2372.655103387086,1915.325832209225,8.721454737605716e-05,7.040394336932212e-05
AUS,0.8,Earthquake,334.4141984851978,269.9558617271759,1.2292466324067845e-05,9.923093440103766e-06
AUS,0.8,Flood,87.9387380532807,70.98854629351084,3.2324703346853383e-06,2.609411677674739e-06
AUS,0.8,Storm surge,22.725214584012846,18.34492947294437,8.353381412827727e-07,6.743267145505182e-07
AUS,0.8,Tsunami,133.32655317695193,107.62786005209443,4.900845037248816e-06,3.9562071563191066e-06
AUS,0.8,Wind,125.88689328562556,101.62219460482123,4.627376479122701e-06,3.7354496627718e-06
AUS,0.8,all_hazards,704.2915975850689,568.5393921505467,2.5888496316407474e-05,2.0898488651419928e-05
AUS,1.0,Earthquake,98.03964825789191,79.14250605618324,3.603761682645591e-06,2.9091366183156526e-06
AUS,1.0,Flood,115.72088226372612,93.4156822073929,4.253692141846176e-06,3.4337929815053254e-06
AUS,1.0,Storm surge,29.90470342775581,24.140571842055877,1.0992432781923155e-06,8.873641363207467e-07
AUS,1.0,Tsunami,175.01066180237922,141.27735673997063,6.433078129766661e-06,5.193102320254137e-06
AUS,1.0,Wind,164.85580070276782,133.07984511730933,6.059803643641381e-06,4.891776491329505e-06
AUS,1.0,all_hazards,583.5316964545209,471.05596196291197,2.1449578876092125e-05,1.7315172547725365e-05
AUS,total,Earthquake,2156.2368938214554,1740.6222325373699,7.925940203518633e-05,6.398215229290417e-05
AUS,total,Flood,1446.292140977545,1167.519330804123,5.316310586769953e-05,4.291591721170044e-05
AUS,total,Storm surge,375.87328187692583,303.4237067951484,1.3816427892470255e-05,1.1153311416196615e-05
AUS,total,Tsunami,2443.32990329286,1972.3780644331612,8.981242629907307e-05,7.250108112992674e-05
AUS,total,Wind,2010.3338884746963,1622.8420314711987,7.38962691660396e-05,5.965276328428546e-05
AUS,total,all_hazards,8432.066108443483,6806.785366041002,0.0003099476312604688,0.00025020522533501343
AUT,0.2,Earthquake,972.1305383998294,825.5818597360551,0.00010591408670843713,8.994753813714022e-05
AUT,0.2,Flood,8.45470319023317,7.18015668430552,9.211439528053953e-07,7.82281501919982e-07
AUT,0.2,all_hazards,980.5852415900627,832.7620164203606,0.00010683523066124252,9.072981963906021e-05
AUT,0.4,Earthquake,1342.99651604634,1140.5397912523542,0.00014632011219789287,0.0001242623552840605
AUT,0.4,Flood,19.74468565387418,16.768174291552647,2.1511929373369344e-06,1.8269006020333914e-06
AUT,0.4,all_hazards,1362.7412017002143,1157.307965543907,0.0001484713051352298,0.0001260892558860939
AUT,0.6,Earthquake,374.74936003601033,318.25589401058176,4.08291218565347e-05,3.467413173666209e-05
AUT,0.6,Flood,3.764979587450001,3.197408914641913,4.101963252147796e-07,3.483592291886516e-07
AUT,0.6,all_hazards,378.51433962346033,321.4533029252237,4.123931818174948e-05,3.502249096585074e-05
AUT,0.8,Earthquake,473.33847739927637,401.98270193133544,5.15704533058164e-05,4.379620746996458e-05
AUT,0.8,Flood,4.4733481459117534,3.7989909129155564,4.87373418165635e-07,4.1390187537716545e-07
AUT,0.8,all_hazards,477.8118255451881,405.781692844251,5.205782672398204e-05,4.4210109345341746e-05
AUT,1.0,Earthquake,232.91956108389894,197.80693725050116,2.5376697484823626e-05,2.1551160338986463e-05
AUT,1.0,Flood,6.43636814959924,5.4660856510471545,7.012453856312232e-07,5.955326437473162e-07
AUT,1.0,all_hazards,239.3559292334982,203.27302290154833,2.6077942870454853e-05,2.2146692982733782e-05
AUT,total,Earthquake,3396.134452965355,2884.167184180828,0.00037001047155350473,0.00031423139296681387
AUT,total,Flood,42.87408472706834,36.41081645446279,4.671152019153967e-06,3.966975852266507e-06
AUT,total,all_hazards,3439.0085376924235,2920.5780006352907,0.0003746816235726587,0.00031819836881908037
AZE,0.2,Earthquake,4108.526530640477,3536.4142112487907,0.0004026842039861879,0.0003466104285811112
AZE,0.2,Flood,3.0830081786017227,2.6536992897314327,3.021712735756894e-07,2.6009392373027463e-07
AZE,0.2,all_hazards,4111.609538819079,3539.067910538522,0.00040298637525976356,0.00034687052250484147
AZE,0.4,Earthquake,3162.6051648225184,2722.2123956209825,0.0003099727198598939,0.00026680901861940367
AZE,0.4,Flood,22.047180462589797,18.977110583174166,2.1608845040934443e-06,1.859981336898432e-06
AZE,0.4,all_hazards,3184.6523452851084,2741.189506204157,0.0003121336043639874,0.0002686689999563021
AZE,0.6,Earthquake,247.73725786342555,213.23984470594354,2.4281182009284224e-05,2.0900027414491396e-05
AZE,0.6,Flood,27.922064481877666,24.0339170027762,2.736692638025421e-06,2.3556081881803807e-06
AZE,0.6,all_hazards,275.6593223453032,237.27376170871975,2.7017874647309646e-05,2.325563560267178e-05
AZE,0.8,Earthquake,25.776988049044267,22.187542463214854,2.526449771293733e-06,2.174641640641081e-06
AZE,0.8,Flood,117.75019078680461,101.35347671974208,1.154091168514725e-05,9.933839732990496e-06
AZE,0.8,all_hazards,143.52717883584887,123.54101918295692,1.4067361456440982e-05,1.2108481373631575e-05
AZE,1.0,Earthquake,56.55536421912657,48.68002975161319,5.5430947450101265e-06,4.771218801767466e-06
AZE,1.0,Flood,297.19025159475854,255.8065090601884,2.9128160425249663e-05,2.5072064086033646e-05
AZE,1.0,all_hazards,353.7456158138851,304.48653881180155,3.467125517025979e-05,2.984328288780111e-05
AZE,total,Earthquake,7601.201305594592,6542.734023790545,0.0007450076503716698,0.0006412653350574148
AZE,total,Flood,467.99269550463237,402.8247126556123,4.586882052609147e-05,3.948158726783323e-05
AZE,total,all_hazards,8069.194001099224,6945.558736446156,0.0007908764708977612,0.0006807469223252479
BDI,0.2,Earthquake,8322.1362289946,8378.310648540313,0.0005924162162631606,0.0005964150257229369
BDI,0.2,Flood,1130.9289374843224,1138.5627078123416,8.050584892767604e-05,8.104926340793785e-05
BDI,0.2,all_hazards,9453.065166478922,9516.873356352655,0.0006729220651908366,0.0006774642891308748
BDI,0.4,Earthquake,9387.215977176966,9450.57968502291,0.0006682345514928093,0.0006727451347153859
BDI,0.4,Flood,1262.9173966538272,1271.4420890812405,8.990152588129027e-05,9.050836118098899e-05
BDI,0.4,all_hazards,10650.133373830793,10722.021774104152,0.0007581360773740996,0.0007632534958963748
BDI,0.6,Earthquake,10097.507362663622,10165.665537361603,0.0007187970661471937,0.0007236489463436874
BDI,0.6,Flood,1355.2855102001931,1364.4336873940445,9.6476804971274e-05,9.712802340483009e-05
BDI,0.6,all_hazards,11452.792872863814,11530.099224755646,0.0008152738711184677,0.0008207769697485173
BDI,0.8,Earthquake,9554.741975823796,9619.236484160607,0.0006801599893267021,0.0006847510692546574
BDI,0.8,Flood,1237.2677978317233,1245.6193554670876,8.807564393646966e-05,8.867015453304084e-05
BDI,0.8,all_hazards,10792.009773655518,10864.855839627693,0.0007682356332631718,0.0007734212237876982
BDI,1.0,Earthquake,8303.498397973557,8359.54701215988,0.0005910894711788432,0.0005950793251093005
BDI,1.0,Flood,1234.7840599477104,1243.1188523523574,8.789883757822836e-05,8.849215473188141e-05
BDI,1.0,all_hazards,9538.282457921268,9602.665864512237,0.0006789883087570716,0.0006835714798411819
BDI,total,Earthquake,45665.09994263254,45973.33936724532,0.003250697294408709,0.0032726395011459684
BDI,total,Flood,6221.183702117776,6263.176692107072,0.0004428586612949383,0.0004458479572586792
BDI,total,all_hazards,51886.283644750314,52236.51605935238,0.003693555955703647,0.003718487458404647
BEL,0.2,Earthquake,1110.8453988855847,959.2150019377025,9.353035190877178e-05,8.076345887322444e-05
BEL,0.2,Flood,14.279246331230565,12.330129207017594,1.2022761544422546e-06,1.0381654593608869e-06
BEL,0.2,all_hazards,1125.1246452168152,971.5451311447199,9.473262806321404e-05,8.180162433258532e-05
BEL,0.4,Earthquake,2353.9926248135894,2032.6726315265344,0.0001982001805204808,0.00017114585587943518
BEL,0.4,Flood,28.410264559419566,24.532263447058796,2.392071880326084e-06,2.0655540686615734e-06
BEL,0.4,all_hazards,2382.4028893730087,2057.204894973593,0.00020059225240080689,0.00017321140994809676
BEL,0.6,Earthquake,433.1937426338683,374.06279676434525,3.6473809257229304e-05,3.14951342936175e-05
BEL,0.6,Flood,20.053108147439985,17.315858885314427,1.6884206063024812e-06,1.4579511935421925e-06
BEL,0.6,all_hazards,453.24685078130824,391.37865564965966,3.816222986353178e-05,3.295308548715969e-05
BEL,0.8,Earthquake,335.9348960570252,290.07978274524123,2.8284862212303638e-05,2.442397852032419e-05
BEL,0.8,Flood,5.665932978967209,4.892533127338185,4.770571187907503e-07,4.1193882207581277e-07
BEL,0.8,all_hazards,341.6008290359924,294.97231587257943,2.8761919331094386e-05,2.4835917342400005e-05
BEL,1.0,Earthquake,64.5310638493621,55.72257363392417,5.433351136830803e-06,4.691698706653398e-06
BEL,1.0,Flood,8.006398778963852,6.913525345635287,6.741183751309567e-07,5.821012169255811e-07
BEL,1.0,all_hazards,72.53746262832595,62.63609897955946,6.10746951196176e-06,5.273799923578979e-06
BEL,total,Earthquake,4298.4977262394295,3711.752786607747,0.0003619225550356163,0.00031252012627325465
BEL,total,Flood,76.41495079602117,65.98431001236428,6.433944134992526e-06,5.555710760566046e-06
BEL,total,all_hazards,4374.9126770354505,3777.7370966201115,0.00036835649917060884,0.00031807583703382075
BEN,0.2,Earthquake,506.4215048310642,526.0453381432679,3.5015637775502335e-05,3.637249373930305e-05
BEN,0.2,Flood,1963.7549723321172,2039.8504775099868,0.00013578043612891437,0.00014104192802890983
BEN,0.2,all_hazards,2470.1764771631815,2565.8958156532544,0.00017079607390441673,0.00017741442176821286
BEN,0.4,Earthquake,547.9758758365568,569.2099410252233,3.7888842782075966e-05,3.93570354398814e-05
BEN,0.4,Flood,2231.669948649811,2318.147159159991,0.00015430495310909695,0.00016028427004207446
BEN,0.4,all_hazards,2779.645824486368,2887.3571001852147,0.0001921937958911729,0.00019964130548195586
BEN,0.6,Earthquake,398.2983606194081,413.73242209341015,2.7539650249801356e-05,2.860681169698116e-05
BEN,0.6,Flood,2033.2833942526552,2112.0731257799453,0.00014058785843197003,0.00014603563794620883
BEN,0.6,all_hazards,2431.5817548720634,2525.805547873356,0.00016812750868177139,0.00017464244964319003
BEN,0.8,Earthquake,160.37225574958148,166.58668065987777,1.1088661841958782e-05,1.1518347488334685e-05
BEN,0.8,Flood,1432.2842346745306,1487.7852487681685,9.903281253756419e-05,0.0001028703340233948
BEN,0.8,all_hazards,1592.656490424112,1654.371929428046,0.00011012147437952297,0.00011438868151172947
BEN,1.0,Earthquake,129.14766495145054,134.15213696831924,8.929691595542481e-06,9.275717144869752e-06
BEN,1.0,Flood,1329.2182464418331,1380.7254534914541,9.190649330249496e-05,9.546786991796664e-05
BEN,1.0,all_hazards,1458.3659113932836,1514.8775904597733,0.00010083618489803744,0.00010474358706283638
BEN,total,Earthquake,1742.2156619880611,1809.7265188900983,0.00012046248424488092,0.00012513040550937005
BEN,total,Flood,8990.210796350948,9338.581464709547,0.0006216125535100405,0.0006457000399585546
BEN,total,all_hazards,10732.426458339009,11148.307983599643,0.0007420750377549215,0.0007708304454679245
BFA,0.2,Earthquake,78.51296088004601,90.91800869909328,3.3340562672881456e-06,3.860837157519673e-06
BFA,0.2,Flood,557.0142434889372,645.0224939601892,2.365363385429323e-05,2.7390908003271557e-05
BFA,0.2,all_hazards,635.5272043689831,735.9405026592824,2.6987690121581373e-05,3.125174516079123e-05
BFA,0.4,Earthquake,84.94825297236594,98.37007694199976,3.6073312233175014e-06,4.177289556601667e-06
BFA,0.4,Flood,599.0270919111283,693.6733724330866,2.5437711273085783e-05,2.945686965423334e-05
BFA,0.4,all_hazards,683.9753448834942,792.0434493750863,2.9045042496403285e-05,3.3634159210835e-05
BFA,0.6,Earthquake,93.00317866642106,107.69768089571559,3.949383990042672e-06,4.573386660469414e-06
BFA,0.6,Flood,690.5179659273064,799.6198045438207,2.93228751809831e-05,3.395588945957843e-05
BFA,0.6,all_hazards,783.5211445937274,907.3174854395363,3.327225917102577e-05,3.852927612004784e-05
BFA,0.8,Earthquake,43.31389661479764,50.15749227993567,1.8393264863602766e-06,2.1299400712052004e-06
BFA,0.8,Flood,362.79521031534307,420.1168535451673,1.5406114240704988e-05,1.784028029073638e-05
BFA,0.8,all_hazards,406.1091069301407,470.27434582510296,1.7245440727065264e-05,1.9970220361941578e-05
BFA,1.0,Earthquake,34.216920232970644,39.623193629780005,1.4530229922716867e-06,1.6826006250506132e-06
BFA,1.0,Flood,550.804545120601,637.831663249656,2.338993874547481e-05,2.708554906725983e-05
BFA,1.0,all_hazards,585.0214653535717,677.454856879436,2.4842961737746496e-05,2.876814969231044e-05
BFA,total,Earthquake,333.9952093666013,386.7664524465243,1.4183120959280282e-05,1.6424054070846566e-05
BFA,total,Flood,2760.1590567633157,3196.2641877319193,0.0001172102732945419,0.00013572949647507951
BFA,total,all_hazards,3094.1542661299172,3583.0306401784446,0.00013139339425382218,0.00015215355054592613
BGD,0.2,Earthquake,29687.852409943385,34155.87419763987,0.0001710500578912568,0.00019679309160389096
BGD,0.2,Flood,57630.00306581781,66303.3185272234,0.0003320420495414421,0.0003820143779974292
BGD,0.2,Storm surge,5386.028523302957,6196.625816060053,3.103223763017515e-05,3.5702589393516514e-05
BGD,0.2,Tsunami,1058.7694763553943,1218.1142825468812,6.100225025486483e-06,7.018308891822199e-06
BGD,0.2,Wind,5003.074210503778,5756.036879184597,2.8825801257833628e-05,3.316408434713759e-05
BGD,0.2,all_hazards,98765.72768592332,113629.9697026548,0.0005690503713461942,0.0006546924522337964
BGD,0.4,Earthquake,26251.934817279765,30202.85100728037,0.0001512536140454953,0.00017401728295934232
BGD,0.4,Flood,75546.58195359497,86916.34253761102,0.00043527052877428523,0.0005007787433548152
BGD,0.4,Storm surge,8910.87078091783,10251.956833445965,5.134103140539057e-05,5.906785663190186e-05
BGD,0.4,Tsunami,1219.2833122668108,1402.7854507629659,7.02504439422599e-06,8.082313575557002e-06
BGD,0.4,Wind,6678.777224506446,7683.933196794666,3.848056151451386e-05,4.4271886022448196e-05
BGD,0.4,all_hazards,118607.44808856581,136457.86902589496,0.0006833707801339109,0.0007862180825440645
BGD,0.6,Earthquake,19399.796343509952,22319.4656932082,0.00011177421127722109,0.00012859623007444287
BGD,0.6,Flood,48946.1704764834,56312.56913319415,0.0002820091254143289,0.00032445149878918537
BGD,0.6,Storm surge,6705.631738871412,7714.829315571561,3.863528696158697e-05,4.444989764930582e-05
BGD,0.6,Tsunami,840.5545497731172,967.0580095139715,4.842954027597349e-06,5.571818608750751e-06
BGD,0.6,Wind,5073.073919935369,5836.571544885643,2.9229112827337206e-05,3.3628094307851456e-05
BGD,0.6,all_hazards,80965.22702857325,93150.49369637354,0.0004664906905080715,0.0005366975394295363
BGD,0.8,Earthquake,14139.426880032386,16267.41062547726,8.146597311864447e-05,9.372660207300045e-05
BGD,0.8,Flood,35454.055431929104,40789.89077443444,0.00020427271566737305,0.00023501575937531272
BGD,0.8,Storm surge,4680.696047178422,5385.140802278775,2.6968381504520314e-05,3.102712292095062e-05
BGD,0.8,Tsunami,567.0454547435485,652.3857956824526,3.2670991664042352e-06,3.7587975909480732e-06
BGD,0.8,Wind,3624.9873827095644,4170.547983807353,2.088579170717889e-05,2.4029103359109313e-05
BGD,0.8,all_hazards,58466.21119659302,67265.37598168028,0.00033685996116412096,0.00038755738531932117
BGD,1.0,Earthquake,8063.9481699388925,9277.572369514697,4.646138704321227e-05,5.345382579321573e-05
BGD,1.0,Flood,17055.982037976795,19622.907334692303,9.827004913332936e-05,0.00011305969152789543
BGD,1.0,Storm surge,1814.211750523215,2087.250618976959,1.0452794653818008e-05,1.2025940249217617e-05
BGD,1.0,Tsunami,217.1609277261366,249.8436473489202,1.2511982593538344e-06,1.4395035973865866e-06
BGD,1.0,Wind,1689.1728357065035,1943.3933474803325,9.732368220719231e-06,1.1197089637937477e-05
BGD,1.0,all_hazards,28840.475721871542,33180.96731801321,0.0001661677973104327,0.00019117605080565283
BGD,total,Earthquake,97542.95862070438,112223.1738931204,0.0005620052433758299,0.0006465870325038924
BGD,total,Flood,234632.79296580207,269945.0283071553,0.0013518644685307586,0.0015553200710446378
BGD,total,Storm surge,27497.43884079384,31635.80338633331,0.00015842973215549102,0.00018227340684489243
BGD,total,Tsunami,3902.8137208650073,4490.187185855191,2.248652087306789e-05,2.5870742264464612e-05
BGD,total,Wind,22069.085573361663,25390.482952152593,0.00012715363552758284,0.00014629025767448406
BGD,total,all_hazards,385645.08972152695,443684.67572461686,0.0022219396004627304,0.0025563415103323716
BGR,0.2,Earthquake,789.1988229875019,769.4688524128144,0.0001224633770005462,0.00011940179257553255
BGR,0.2,Flood,160.6974339446285,156.67999809601278,2.493611224822248e-05,2.4312709442016916e-05
BGR,0.2,all_hazards,949.8962569321304,926.1488505088271,0.00014739948924876868,0.00014371450201754944
BGR,0.4,Earthquake,207.34237801230987,202.15881856200212,3.217420891555661e-05,3.1369853692667695e-05
BGR,0.4,Flood,258.1000142407857,251.64751388476606,4.005048972091059e-05,3.904922747788782e-05
BGR,0.4,all_hazards,465.4423922530956,453.8063324467682,7.22246986364672e-05,7.041908117055552e-05
BGR,0.6,Earthquake,273.4883752555206,266.6511658741326,4.2438367910128106e-05,4.13774087123749e-05
BGR,0.6,Flood,44.986613658055695,43.861948316604305,6.980766402475541e-06,6.806247242413653e-06
BGR,0.6,all_hazards,318.47498891357634,310.5131141907369,4.941913431260365e-05,4.8183655954788556e-05
BGR,0.8,Earthquake,190.13141407111385,185.378128719336,2.9503509588237827e-05,2.876592184853188e-05
BGR,0.8,Flood,53.72592030273349,52.38277229516516,8.336882216611145e-06,8.128460161195866e-06
BGR,0.8,all_hazards,243.85733437384735,237.76090101450117,3.784039180484897e-05,3.689438200972775e-05
BGR,1.0,Earthquake,44.76205148225049,43.64300019519423,6.945920123445889e-06,6.7722721203597425e-06
BGR,1.0,Flood,72.06937759964792,70.26764315965673,1.1183315410646744e-05,1.0903732525380577e-05
