iso3,hazard,income_cat,delta_l,l_baseline,N_q,EPR,JEL
BGD,Earthquake,0.4,6.608566432678553,5061.713242736311,34712472.800000004,0.5792499999999999,26251.93481727976
BGD,Earthquake,0.6,6.236230352101401,6463.631261947288,34712472.800000004,0.5792499999999999,19399.796343509952
BGD,Earthquake,0.8,6.031447499928231,8577.11712163627,34712472.800000004,0.5792499999999999,14139.426880032386
BGD,Earthquake,1.0,6.138468793794122,15306.077907223013,34712472.800000004,0.5792499999999999,8063.9481699388925
BGD,Flood,0.2,9.878614600123322,3446.664369783231,34712472.800000004,0.5792499999999999,57630.00306581781
BGD,Flood,0.4,19.017821317821635,5061.713242736311,34712472.800000004,0.5792499999999999,75546.58195359497
BGD,Flood,0.6,15.734164861307463,6463.631261947288,34712472.800000004,0.5792499999999999,48946.1704764834
BGD,Flood,0.8,15.12361680650637,8577.11712163627,34712472.800000004,0.5792499999999999,35454.055431929104
BGD,Flood,1.0,12.983418454737787,15306.077907223013,34712472.800000004,0.5792499999999999,17055.9820379768
BGD,Storm surge,0.2,0.9232430535569366,3446.664369783231,34712472.800000004,0.5792499999999999,5386.028523302956
BGD,Storm surge,0.4,2.243190147262894,5061.713242736311,34712472.800000004,0.5792499999999999,8910.87078091783
BGD,Storm surge,0.6,2.155582638059715,6463.631261947288,34712472.800000004,0.5792499999999999,6705.631738871412
BGD,Storm surge,0.8,1.996641922703842,8577.11712163627,34712472.800000004,0.5792499999999999,4680.696047178422
BGD,Storm surge,1.0,1.3810210558441312,15306.077907223013,34712472.800000004,0.5792499999999999,1814.211750523215
BGD,Tsunami,0.2,0.18148837499356293,3446.664369783231,34712472.800000004,0.5792499999999999,1058.7694763553943
BGD,Tsunami,0.4,0.30693793906831407,5061.713242736311,34712472.800000004,0.5792499999999999,1219.2833122668108
BGD,Tsunami,0.6,0.27020344456583306,6463.631261947288,34712472.800000004,0.5792499999999999,840.5545497731172
BGD,Tsunami,0.8,0.24188426584591588,8577.11712163627,34712472.800000004,0.5792499999999999,567.0454547435485
BGD,Tsunami,1.0,0.1653080538200398,15306.077907223013,34712472.800000004,0.5792499999999999,217.1609277261366
BGD,Wind,0.2,0.8575991551646767,3446.664369783231,34712472.800000004,0.5792499999999999,5003.074210503776
BGD,Wind,0.4,1.681291047094899,5061.713242736311,34712472.800000004,0.5792499999999999,6678.777224506446
BGD,Wind,0.6,1.6307829730665626,6463.631261947288,34712472.800000004,0.5792499999999999,5073.07391993537
BGD,Wind,0.8,1.546308861895321,8577.11712163627,34712472.800000004,0.5792499999999999,3624.9873827095644
BGD,Wind,1.0,1.2858384653268016,15306.077907223013,34712472.800000004,0.5792499999999999,1689.1728357065035
BGD,all_hazards,0.2,16.929871726636545,17233.321848916155,173562364.00000003,2.8962499999999998,98765.72768592332
BGD,all_hazards,0.4,29.857806883926298,25308.566213681555,173562364.00000003,2.8962499999999998,118607.44808856581
BGD,all_hazards,0.6,26.026964269100976,32318.15630973644,173562364.00000003,2.8962499999999998,80965.22702857325
BGD,all_hazards,0.8,24.93989935687968,42885.585608181354,173562364.00000003,2.8962499999999998,58466.21119659302
BGD,all_hazards,1.0,21.95405482352288,76530.38953611506,173562364.00000003,2.8962499999999998,28840.475721871546
BGR,Earthquake,0.2,5.696347742963092,4872.973429808635,1288873.2000000002,0.52381,789.1988229875019
BGR,Earthquake,0.4,3.5803026108551483,11657.774184994854,1288873.2000000002,0.52381,207.34237801230984
BGR,Earthquake,0.6,7.479750833311618,18464.274084687026,1288873.2000000002,0.52381,273.4883752555206
BGR,Earthquake,0.8,7.3939291712183675,26254.59881369469,1288873.2000000002,0.52381,190.13141407111382
BGR,Earthquake,1.0,4.0865742289806954,61635.84978919759,1288873.2000000002,0.52381,44.76205148225049
BGR,Flood,0.2,1.1598958823649204,4872.973429808635,1288873.2000000002,0.52381,160.6974339446285
BGR,Flood,0.4,4.456764524969296,11657.774184994854,1288873.2000000002,0.52381,258.1000142407858
BGR,Flood,0.6,1.2303581849953513,18464.274084687026,1288873.2000000002,0.52381,44.98661365805569
BGR,Flood,0.8,2.08932149017918,26254.59881369469,1288873.2000000002,0.52381,53.72592030273349
BGR,Flood,1.0,6.579610438859905,61635.84978919759,1288873.2000000002,0.52381,72.06937759964794
BGR,all_hazards,0.2,6.856243625328013,9745.94685961727,2577746.4000000004,1.04762,949.8962569321304
BGR,all_hazards,0.4,8.037067135824444,23315.54836998971,2577746.4000000004,1.04762,465.44239225309565
BGR,all_hazards,0.6,8.71010901830697,36928.54816937405,2577746.4000000004,1.04762,318.47498891357634
BGR,all_hazards,0.8,9.483250661397548,52509.19762738938,2577746.4000000004,1.04762,243.85733437384732
BGR,all_hazards,1.0,10.6661846678406,123271.69957839519,2577746.4000000004,1.04762,116.83142908189842
BIH,Earthquake,0.2,5.2298045268889135,5665.067568945359,632850.6000000001,0.4154,242.68785929232087
BIH,Earthquake,0.4,6.101778095311247,9719.841773424241,632850.6000000001,0.4154,165.03076113454773
BIH,Earthquake,0.6,2.353724034551473,13441.50910921841,632850.6000000001,0.4154,46.03362756755313
BIH,Earthquake,0.8,3.6211006191249706,18711.36488416257,632850.6000000001,0.4154,50.87481150918411
BIH,Earthquake,1.0,5.683841579582551,34866.53452053448,632850.6000000001,0.4154,42.85493782091353
BIH,Flood,0.2,3.7390648668623343,5665.067568945359,632850.6000000001,0.4154,173.51043306273485
BIH,Flood,0.4,15.790005698469606,9719.841773424241,632850.6000000001,0.4154,427.06185279659263
BIH,Flood,0.6,15.998519175885122,13441.50910921841,632850.6000000001,0.4154,312.8955912265198
BIH,Flood,0.8,4.65593560349597,18711.36488416257,632850.6000000001,0.4154,65.41377087831265
BIH,Flood,1.0,10.864168153270084,34866.53452053448,632850.6000000001,0.4154,81.91348125479126
BIH,all_hazards,0.2,8.968869393751248,11330.135137890718,1265701.2000000002,0.8308,416.19829235505574
BIH,all_hazards,0.4,21.891783793780853,19439.683546848482,1265701.2000000002,0.8308,592.0926139311404
BIH,all_hazards,0.6,18.352243210436594,26883.01821843682,1265701.2000000002,0.8308,358.92921879407294
BIH,all_hazards,0.8,8.277036222620941,37422.72976832514,1265701.2000000002,0.8308,116.28858238749676
BIH,all_hazards,1.0,16.548009732852634,69733.06904106896,1265701.2000000002,0.8308,124.7684190757048
BLR,Earthquake,0.2,0.30434981917710313,5687.218278086661,1826742.4000000001,0.61503,60.123846949891764
BLR,Earthquake,0.4,0.1757436088368821,9048.754313038951,1826742.4000000001,0.61503,21.820482678617548
BLR,Earthquake,0.6,0.13370977800236555,12401.667913662786,1826742.4000000001,0.61503,12.113138403633727
BLR,Earthquake,0.8,0.2205425436332682,17317.193976654573,1826742.4000000001,0.61503,14.308314157225658
BLR,Earthquake,1.0,0.35424846338244115,33855.12871587758,1826742.4000000001,0.61503,11.75593335358536
BLR,Flood,0.2,6.893389260046576,5687.218278086661,1826742.4000000001,0.61503,1361.7786334083305
BLR,Flood,0.4,12.644669276504032,9048.754313038951,1826742.4000000001,0.61503,1569.973376277339
BLR,Flood,0.6,4.240506114142043,12401.667913662786,1826742.4000000001,0.61503,384.1591709257707
BLR,Flood,0.8,4.940779889432398,17317.193976654573,1826742.4000000001,0.61503,320.5469097937682
BLR,Flood,1.0,14.099420210902563,33855.12871587758,1826742.4000000001,0.61503,467.89714411441736
BLR,all_hazards,0.2,7.1977390792236795,11374.436556173321,3653484.8000000003,1.23006,1421.9024803582222
BLR,all_hazards,0.4,12.820412885340914,18097.508626077903,3653484.8000000003,1.23006,1591.7938589559565
BLR,all_hazards,0.6,4.3742158921444085,24803.335827325573,3653484.8000000003,1.23006,396.27230932940444
BLR,all_hazards,0.8,5.161322433065666,34634.387953309146,3653484.8000000003,1.23006,334.85522395099383
BLR,all_hazards,1.0,14.453668674285005,67710.25743175516,3653484.8000000003,1.23006,479.6530774680027
BLZ,Earthquake,0.2,1.5480057992331555,2181.9649094632805,83414.40000000001,0.5544,32.808703841207915
BLZ,Earthquake,0.4,1.9226714627955181,5130.326892701158,83414.40000000001,0.5544,17.331026805204854
BLZ,Earthquake,0.6,3.862907600604065,8583.61995736549,83414.40000000001,0.5544,20.811725598540736
BLZ,Earthquake,0.8,6.358284116040049,12744.029168227766,83414.40000000001,0.5544,23.072647192783368
BLZ,Earthquake,1.0,2.0774137850142185,26943.985675895983,83414.40000000001,0.5544,3.5655408958003423
BLZ,Flood,0.2,8.027528400889,2181.9649094632805,83414.40000000001,0.5544,170.1368315364975
BLZ,Flood,0.4,35.8340951764173,5130.326892701158,83414.40000000001,0.5544,323.00976847067284
BLZ,Flood,0.6,77.29519853210519,8583.61995736549,83414.40000000001,0.5544,416.4341030790766
BLZ,Flood,0.8,65.5129074227711,12744.029168227766,83414.40000000001,0.5544,237.73020707361474
