iso3,income_cat,income_share,transfers,liquidity,axfin,diversified_share,n,c,gamma_SP,k
CMR,0.4,0.09590409590409592,0.0370480575430772,183.38488006955097,0.046006982908648,0.04164875583394201,0.2,2358.8291721397495,0.2970347960160236,6008.687882530653
CMR,0.6,0.14685314685314682,0.0378973647828193,186.11513349784005,0.074099182824278,0.04530728306524712,0.2,3611.95716983899,0.49478829437621985,9165.67904841208
CMR,0.8,0.22477522477522485,0.0504705074226447,212.4217203590179,0.0824550988498633,0.058716017307630985,0.2,5528.505872202539,0.9814612785221566,13832.060763995763
CMR,1.0,0.47852147852147864,0.0707253472167015,225.04160695603815,0.1638020290818243,0.08710555012488397,0.2,11769.57472348896,3.0996695966842593,28558.788588873806
COD,0.2,0.0549450549450549,0.0534505553010838,75.283178566201,0.0079414388339966,0.05424469918448349,0.2,413.22630223023583,0.16844489183340966,1308.2692708165287
COD,0.4,0.09590409590409592,0.0689770640013149,83.71365163014626,0.0059296079941837,0.06957002480073327,0.2,721.2677275291396,0.37707804078532414,2246.521573111803
COD,0.6,0.1368631368631368,0.0670132578686662,74.69570574249055,0.0365200715667735,0.07066526502534354,0.2,1029.3091528280424,0.5465934334417959,3202.1996363969797
COD,0.8,0.2017982017982018,0.0593229139873229,83.22834775572304,0.0707728548884827,0.06640019947617115,0.2,1517.667510009231,0.7572836915612574,4743.1601291857905
COD,1.0,0.5104895104895106,0.0980770781995985,95.57745866689297,0.1112590684465445,0.10920298504425296,0.2,3839.2480079936495,3.150599942378212,11448.677456969239
COG,0.2,0.04200000000000001,0.1718608332850567,172.7102519622302,0.0219401707121044,0.1740548503562671,0.2,1298.1088119165013,0.24449481200108614,7097.8901749888655
COG,0.4,0.08199999999999992,0.1436947198937784,176.3933333276792,0.0341766845973166,0.14711238835351004,0.2,2534.4029185036425,0.40345706623813754,14309.828746995932
COG,0.6,0.13200000000000003,0.1842463818392772,203.92686289901457,0.016546776470089,0.1859010594862861,0.2,4079.7705517375757,0.8207105641297264,21987.704843240055
COG,0.8,0.20700000000000002,0.1303312074613257,218.6091256847949,0.0916102120765656,0.13949222866898225,0.2,6397.82200158847,0.9657274722970706,36446.33981016368
COG,1.0,0.537,0.132173222812957,239.85634342733496,0.1067740087794826,0.1428506236909053,0.2,16597.248380932408,2.565610085333979,94180.19317639852
COL,0.2,0.034034034034034016,0.0852036091510786,860.8545634774474,0.0352263472401528,0.08872624387509387,0.2,3148.7727749698715,0.11342465393120828,9693.544310350335
COL,0.4,0.07207207207207204,0.0603985486281726,786.5569853374949,0.0247101443952473,0.06286956306769731,0.2,6667.989405818552,0.17019601522975428,21109.95753060155
COL,0.6,0.11511511511511514,0.0690620057078955,855.1997128036686,0.0561708687078023,0.07467909257867578,0.2,10650.260856515752,0.32290392338016,33292.39472144533
COL,0.8,0.19119119119119118,0.0985763089938456,861.2416563487661,0.1137702778775058,0.10995333678159613,0.2,17688.694118213112,0.7896201639661319,53186.44504457189
COL,1.0,0.5875875875875879,0.1291499500553562,860.0593041203431,0.3413749276085615,0.16328744281621232,0.2,54362.635850215185,3.603855243492745,153662.96460207144
COM,0.2,0.045,0.0383973475469557,129.84228529902032,0.0732632395089104,0.04572367149784673,0.2,802.690619651046,0.12210105951930503,3409.562852145188
COM,0.4,0.091,0.0602443438808991,139.7370140810641,0.089813030391947,0.06922564692009381,0.2,1623.2188086276706,0.3738300752101555,6725.0859048679895
COM,0.6,0.13900000000000004,0.0540666113759086,139.80988194482896,0.1246939087911512,0.06653600225502376,0.2,2479.4221362554536,0.5488293474683412,10302.067918198978
COM,0.8,0.222,0.0740708347637195,145.9274779437198,0.1019543749089028,0.08426627225460981,0.2,3959.940390278493,1.1101267800481005,16141.140599904365
COM,1.0,0.503,0.0784667657592053,141.5778127548691,0.1684920428898784,0.09531597004819314,0.2,8972.297370766135,2.8451127377540977,36130.74735435094
CRI,0.2,0.0459540459540459,0.340724283147541,927.983991479136,0.1253641148307716,0.35326069463061816,0.2,6197.692623739896,0.3037922315560384,12643.262362230525
CRI,0.4,0.0879120879120879,0.2702825844025713,1050.9725705555093,0.1291627558041855,0.28319885998298977,0.2,11856.45545411112,0.465905338473347,26807.32145419963
CRI,0.6,0.1378621378621378,0.2268066631964412,1061.281245877378,0.1523599600978203,0.24204265920622325,0.2,18593.077871219703,0.6244454649751164,44452.47152665782
CRI,0.8,0.2177822177822178,0.211629275897034,1109.512454090138,0.2055958531943229,0.2321888612164663,0.2,29371.673738593458,0.946283764570087,71134.93916421806
CRI,1.0,0.5104895104895104,0.2306648440912242,1157.5687332803557,0.4773406817669622,0.27839891226792046,0.2,68848.2811028498,2.6595732004254105,156707.62978529677
CYP,0.2,0.08591408591408592,0.5549794383635486,1931.2543953984737,0.1304631235777897,0.5680257507213275,0.2,22876.998080044952,0.6661156319132624,107409.42255417317
CYP,0.4,0.1268731268731268,0.4139944456741587,2079.0570140711425,0.1668059646417141,0.4306750421383301,0.2,33783.47390890358,0.7458243799487402,209049.9247729857
CYP,0.6,0.1648351648351648,0.3884392455128001,2112.7299704219263,0.2805386778962671,0.4164931133024268,0.2,43891.914921016476,0.9370762240038675,278365.88039255823
CYP,0.8,0.2167832167832168,0.3348084815875289,2252.046034694068,0.3173489223176342,0.36654337381929225,0.2,57724.51841127623,1.0845966450372235,397431.86910786893
CYP,1.0,0.4055944055944057,0.2320649770663821,2257.628337963139,0.5087213713572175,0.2829371142021039,0.2,108000.71186625876,1.5663871190969063,841723.3018650813
CZE,0.2,0.09500000000000001,0.5130653809799451,2174.6211008782475,0.4975768936883921,0.5628230703487843,0.2,22781.85951874544,0.6871696976817637,85740.3682652001
CZE,0.4,0.147,0.3942089488900481,2186.181691699044,0.6153896334887214,0.4557479122389203,0.2,35251.92999216399,0.861014620962982,165166.49093206026
CZE,0.6,0.181,0.3680651310885715,2242.3353686807714,0.638601773376798,0.4319253084262513,0.2,43405.4376093992,1.004744715366621,212269.95107888925
CZE,0.8,0.22200000000000003,0.3265627556932367,2249.450134944386,0.5739124183736224,0.3839539975305989,0.2,53237.608559594606,1.0954704617920834,282338.83723972255
CZE,1.0,0.3550000000000001,0.2300303183011481,2225.9568733634173,0.6621499496811639,0.2962453132692645,0.2,85132.21188583823,1.3516005041965495,515767.7187962322
DEU,0.2,0.0779220779220779,0.6522175339218671,2728.4988871178075,0.5867661634564268,0.7108941502675098,0.2,24479.141299916646,0.5958653991194874,60658.85179383257
DEU,0.4,0.12787212787212787,0.5157060609493278,2784.0143155498467,0.5446887258705088,0.5701749335363787,0.2,40170.89854345297,0.7842720077189829,147994.10344555878
DEU,0.6,0.1698301698301698,0.4788096412008523,2774.3461141685407,0.6468940133706433,0.5434990425379166,0.2,53351.974628023454,0.9928790084340529,208753.28459879974
DEU,0.8,0.2247752247752248,0.4233331391698743,3018.1069838251224,0.5277499517075587,0.47610813434063015,0.2,70612.90759591342,1.1511627917927747,317078.5597455482
DEU,1.0,0.3996003996003996,0.2882608737180308,2929.6687438894237,0.5507960580586982,0.34334047952390057,0.2,125534.05794829052,1.4758207929347018,706550.063795517
DNK,0.2,0.091,0.7169582303772848,3480.9243755311113,0.4260844201385817,0.759566672391143,0.2,33537.59583531716,0.6722589186791811,78378.42515201788
DNK,0.4,0.135,0.5570522255900963,3458.147623087855,0.6004340894084118,0.6170956345309374,0.2,49753.576239206785,0.8102434371935012,185175.9407976022
DNK,0.6,0.168,0.5210085857736345,3471.8339058020756,0.6511413731216112,0.5861227230857956,0.2,61915.56154212399,0.9576947788957589,249081.42306113066
DNK,0.8,0.214,0.4480650527441522,3528.595234332645,0.8580885777955294,0.5338739105237051,0.2,78868.63196437222,1.1111731812136991,357336.72959140356
