iso3,hazard,rp,income_cat,fa,v,v_ew
AGO,Flood,500.0,0.4,0.0029057854846011653,0.7000000000000001,0.6160000000000001
AGO,Flood,500.0,0.6,0.0028716531790031205,0.5730836680068498,0.5043136278460278
AGO,Flood,500.0,0.8,0.0028699251093136694,0.4406374970077953,0.38776099736685987
AGO,Flood,500.0,1.0,0.0028848119201547798,0.4406374970077953,0.38776099736685987
AGO,Flood,1000.0,0.2,0.003057681432845536,0.7000000000000001,0.6160000000000001
AGO,Flood,1000.0,0.4,0.0030557993481534367,0.7000000000000001,0.6160000000000001
AGO,Flood,1000.0,0.6,0.003019904930705827,0.5730836680068498,0.5043136278460278
AGO,Flood,1000.0,0.8,0.0030180876478201587,0.4406374970077953,0.38776099736685987
AGO,Flood,1000.0,1.0,0.0030337430040415394,0.4406374970077953,0.38776099736685987
AGO,Flood,2500.0,0.2,0.0032942754292533787,0.7000000000000001,0.6160000000000001
AGO,Flood,2500.0,0.4,0.0032922477146293647,0.7000000000000001,0.6160000000000001
AGO,Flood,2500.0,0.6,0.0032535758974234163,0.5730836680068498,0.5043136278460278
AGO,Flood,2500.0,0.8,0.0032516179987705516,0.4406374970077953,0.38776099736685987
AGO,Flood,2500.0,1.0,0.003268484718364786,0.4406374970077953,0.38776099736685987
AGO,Flood,5000.0,0.2,0.0035109358472074814,0.7000000000000001,0.6160000000000001
AGO,Flood,5000.0,0.4,0.0035087747723021663,0.7000000000000001,0.6160000000000001
AGO,Flood,5000.0,0.6,0.0034675595575392065,0.5730836680068498,0.5043136278460278
AGO,Flood,5000.0,0.8,0.003465472890315057,0.4406374970077953,0.38776099736685987
AGO,Flood,5000.0,1.0,0.0034834489131825856,0.4406374970077953,0.38776099736685987
ALB,Earthquake,10.0,0.2,0.0039554094637977,0.7,0.7
ALB,Earthquake,10.0,0.4,0.0039554094637977,0.4167593413684288,0.4167593413684288
ALB,Earthquake,10.0,0.6,0.0039554094637977,0.3,0.3
ALB,Earthquake,10.0,0.8,0.0039554094637977,0.2999999999999999,0.2999999999999999
ALB,Earthquake,10.0,1.0,0.0039554094637977,0.1134982305130881,0.1134982305130881
ALB,Earthquake,25.0,0.2,0.0098621726241521,0.7,0.7
ALB,Earthquake,25.0,0.4,0.0098621726241521,0.4167593413684288,0.4167593413684288
ALB,Earthquake,25.0,0.6,0.0098621726241521,0.3,0.3
ALB,Earthquake,25.0,0.8,0.0098621726241521,0.2999999999999999,0.2999999999999999
ALB,Earthquake,25.0,1.0,0.0098621726241521,0.1134982305130881,0.1134982305130881
ALB,Earthquake,50.0,0.2,0.0196795662838101,0.7,0.7
ALB,Earthquake,50.0,0.4,0.0196795662838101,0.4167593413684288,0.4167593413684288
ALB,Earthquake,50.0,0.6,0.0196795662838101,0.3,0.3
ALB,Earthquake,50.0,0.8,0.0196795662838101,0.2999999999999999,0.2999999999999999
ALB,Earthquake,50.0,1.0,0.0196795662838101,0.1134982305130881,0.1134982305130881
ALB,Earthquake,100.0,0.2,0.0391812423998188,0.7,0.7
ALB,Earthquake,100.0,0.4,0.0391812423998188,0.4167593413684288,0.4167593413684288
ALB,Earthquake,100.0,0.6,0.0391812423998188,0.3,0.3
ALB,Earthquake,100.0,0.8,0.0391812423998188,0.2999999999999999,0.2999999999999999
ALB,Earthquake,100.0,1.0,0.0391812423998188,0.1134982305130881,0.1134982305130881
ALB,Earthquake,250.0,0.2,0.0966182460741765,0.7,0.7
ALB,Earthquake,250.0,0.4,0.0966182460741765,0.4167593413684288,0.4167593413684288
ALB,Earthquake,250.0,0.6,0.0966182460741765,0.3,0.3
ALB,Earthquake,250.0,0.8,0.0966182460741765,0.2999999999999999,0.2999999999999999
ALB,Earthquake,250.0,1.0,0.0966182460741765,0.1134982305130881,0.1134982305130881
ALB,Earthquake,500.0,0.2,0.1633523539066173,0.7,0.7
ALB,Earthquake,500.0,0.4,0.1633523539066173,0.4167593413684288,0.4167593413684288
ALB,Earthquake,500.0,0.6,0.1633523539066173,0.3,0.3
ALB,Earthquake,500.0,0.8,0.1633523539066173,0.2999999999999999,0.2999999999999999
ALB,Earthquake,500.0,1.0,0.1633523539066173,0.1134982305130881,0.1134982305130881
ALB,Earthquake,1000.0,0.2,0.2118260020762758,0.7,0.7
ALB,Earthquake,1000.0,0.4,0.2118260020762758,0.4167593413684288,0.4167593413684288
ALB,Earthquake,1000.0,0.6,0.2118260020762758,0.3,0.3
ALB,Earthquake,1000.0,0.8,0.2118260020762758,0.2999999999999999,0.2999999999999999
ALB,Earthquake,1000.0,1.0,0.2118260020762758,0.1134982305130881,0.1134982305130881
ALB,Earthquake,2500.0,0.2,0.2945041080105205,0.7,0.7
ALB,Earthquake,2500.0,0.4,0.2945041080105205,0.4167593413684288,0.4167593413684288
ALB,Earthquake,2500.0,0.6,0.2945041080105205,0.3,0.3
ALB,Earthquake,2500.0,0.8,0.2945041080105205,0.2999999999999999,0.2999999999999999
ALB,Earthquake,2500.0,1.0,0.2945041080105205,0.1134982305130881,0.1134982305130881
ALB,Earthquake,5000.0,0.2,0.3742619971691063,0.7,0.7
ALB,Earthquake,5000.0,0.4,0.3742619971691063,0.4167593413684288,0.4167593413684288
ALB,Earthquake,5000.0,0.6,0.3742619971691063,0.3,0.3
ALB,Earthquake,5000.0,0.8,0.3742619971691063,0.2999999999999999,0.2999999999999999
ALB,Earthquake,5000.0,1.0,0.3742619971691063,0.1134982305130881,0.1134982305130881
ALB,Flood,10.0,0.2,0.01057470800208732,0.7,0.6693468853417732
ALB,Flood,10.0,0.4,0.010748239470426132,0.7,0.6693468853417732
ALB,Flood,10.0,0.6,0.009295600091726851,0.7,0.6693468853417732
ALB,Flood,10.0,0.8,0.009295600091726851,0.3381438199677123,0.32333644670422507
ALB,Flood,10.0,1.0,0.009295600091726851,0.2999999999999999,0.28686295086075986
ALB,Flood,25.0,0.2,0.02145628630853815,0.7,0.6693468853417732
ALB,Flood,25.0,0.4,0.02180838500171092,0.7,0.6693468853417732
ALB,Flood,25.0,0.6,0.01886095171028798,0.7,0.6693468853417732
ALB,Flood,25.0,0.8,0.01886095171028798,0.3381438199677123,0.32333644670422507
ALB,Flood,25.0,1.0,0.01886095171028798,0.2999999999999999,0.28686295086075986
ALB,Flood,50.0,0.2,0.029677472474437885,0.7,0.6693468853417732
ALB,Flood,50.0,0.4,0.030164481229105845,0.7,0.6693468853417732
ALB,Flood,50.0,0.6,0.02608771001536425,0.7,0.6693468853417732
ALB,Flood,50.0,0.8,0.02608771001536425,0.3381438199677123,0.32333644670422507
ALB,Flood,50.0,1.0,0.02608771001536425,0.2999999999999999,0.28686295086075986
ALB,Flood,100.0,0.2,0.0329421741858592,0.7,0.6693468853417732
ALB,Flood,100.0,0.4,0.033482756853070124,0.7,0.6693468853417732
ALB,Flood,100.0,0.6,0.028957516115178886,0.7,0.6693468853417732
ALB,Flood,100.0,0.8,0.028957516115178886,0.3381438199677123,0.32333644670422507
ALB,Flood,100.0,1.0,0.028957516115178886,0.2999999999999999,0.28686295086075986
ALB,Flood,250.0,0.2,0.03476291157139737,0.7,0.6693468853417732
ALB,Flood,250.0,0.4,0.03533337262692023,0.7,0.6693468853417732
ALB,Flood,250.0,0.6,0.03055801861649413,0.7,0.6693468853417732
ALB,Flood,250.0,0.8,0.03055801861649413,0.3381438199677123,0.32333644670422507
ALB,Flood,250.0,1.0,0.03055801861649413,0.2999999999999999,0.28686295086075986
ALB,Flood,500.0,0.2,0.03632772426470856,0.7,0.6693468853417732
ALB,Flood,500.0,0.4,0.03692386397200052,0.7,0.6693468853417732
ALB,Flood,500.0,0.6,0.03193355286411663,0.7,0.6693468853417732
ALB,Flood,500.0,0.8,0.03193355286411663,0.3381438199677123,0.32333644670422507
ALB,Flood,500.0,1.0,0.03193355286411663,0.2999999999999999,0.28686295086075986
ALB,Flood,1000.0,0.2,0.03813338348737747,0.7,0.6693468853417732
ALB,Flood,1000.0,0.4,0.03875915414960147,0.7,0.6693468853417732
ALB,Flood,1000.0,0.6,0.03352080104463902,0.7,0.6693468853417732
ALB,Flood,1000.0,0.8,0.03352080104463902,0.3381438199677123,0.32333644670422507
ALB,Flood,1000.0,1.0,0.03352080104463902,0.2999999999999999,0.28686295086075986
ALB,Flood,2500.0,0.2,0.04101849511673312,0.7,0.6693468853417732
ALB,Flood,2500.0,0.4,0.04169161059994552,0.7,0.6693468853417732
ALB,Flood,2500.0,0.6,0.03605693196392178,0.7,0.6693468853417732
ALB,Flood,2500.0,0.8,0.03605693196392178,0.3381438199677123,0.32333644670422507
ALB,Flood,2500.0,1.0,0.03605693196392178,0.2999999999999999,0.28686295086075986
ALB,Flood,5000.0,0.2,0.04363134898178031,0.7,0.6693468853417732
ALB,Flood,5000.0,0.4,0.04434734152293766,0.7,0.6693468853417732
ALB,Flood,5000.0,0.6,0.03835373719228434,0.7,0.6693468853417732
ALB,Flood,5000.0,0.8,0.03835373719228434,0.3381438199677123,0.32333644670422507
ALB,Flood,5000.0,1.0,0.03835373719228434,0.2999999999999999,0.28686295086075986
ALB,Tsunami,10.0,0.2,8.515780419446719e-05,0.7,0.7
ALB,Tsunami,10.0,0.4,8.515780419446719e-05,0.7,0.7
ALB,Tsunami,10.0,0.6,8.515780419446719e-05,0.7,0.7
ALB,Tsunami,10.0,0.8,8.515780419446719e-05,0.3381438199677123,0.3381438199677123
ALB,Tsunami,10.0,1.0,8.515780419446719e-05,0.2999999999999999,0.2999999999999999
ALB,Tsunami,25.0,0.2,0.0001914027720024,0.7,0.7
ALB,Tsunami,25.0,0.4,0.0001914027720024,0.7,0.7
ALB,Tsunami,25.0,0.6,0.0001914027720024,0.7,0.7
ALB,Tsunami,25.0,0.8,0.0001914027720024,0.3381438199677123,0.3381438199677123
ALB,Tsunami,25.0,1.0,0.0001914027720024,0.2999999999999999,0.2999999999999999
ALB,Tsunami,50.0,0.2,0.0003419319867805,0.7,0.7
ALB,Tsunami,50.0,0.4,0.0003419319867805,0.7,0.7
ALB,Tsunami,50.0,0.6,0.0003419319867805,0.7,0.7
ALB,Tsunami,50.0,0.8,0.0003419319867805,0.3381438199677123,0.3381438199677123
ALB,Tsunami,50.0,1.0,0.0003419319867805,0.2999999999999999,0.2999999999999999
ALB,Tsunami,100.0,0.2,0.0006026614458272,0.7,0.7
ALB,Tsunami,100.0,0.4,0.0006026614458272,0.7,0.7
ALB,Tsunami,100.0,0.6,0.0006026614458272,0.7,0.7
ALB,Tsunami,100.0,0.8,0.0006026614458272,0.3381438199677123,0.3381438199677123
ALB,Tsunami,100.0,1.0,0.0006026614458272,0.2999999999999999,0.2999999999999999
ALB,Tsunami,250.0,0.2,0.0013311500745178,0.7,0.7
ALB,Tsunami,250.0,0.4,0.0013311500745178,0.7,0.7
ALB,Tsunami,250.0,0.6,0.0013311500745178,0.7,0.7
ALB,Tsunami,250.0,0.8,0.0013311500745178,0.3381438199677123,0.3381438199677123
ALB,Tsunami,250.0,1.0,0.0013311500745178,0.2999999999999999,0.2999999999999999
ALB,Tsunami,500.0,0.2,0.002403351543988,0.7,0.7
ALB,Tsunami,500.0,0.4,0.002403351543988,0.7,0.7
ALB,Tsunami,500.0,0.6,0.002403351543988,0.7,0.7
ALB,Tsunami,500.0,0.8,0.002403351543988,0.3381438199677123,0.3381438199677123
ALB,Tsunami,500.0,1.0,0.002403351543988,0.2999999999999999,0.2999999999999999
ALB,Tsunami,1000.0,0.2,0.0043481753392582,0.7,0.7
ALB,Tsunami,1000.0,0.4,0.0043481753392582,0.7,0.7
ALB,Tsunami,1000.0,0.6,0.0043481753392582,0.7,0.7
ALB,Tsunami,1000.0,0.8,0.0043481753392582,0.3381438199677123,0.3381438199677123
ALB,Tsunami,1000.0,1.0,0.0043481753392582,0.2999999999999999,0.2999999999999999
ALB,Tsunami,2500.0,0.2,0.0094466046550786,0.7,0.7
ALB,Tsunami,2500.0,0.4,0.0094466046550786,0.7,0.7
ALB,Tsunami,2500.0,0.6,0.0094466046550786,0.7,0.7
ALB,Tsunami,2500.0,0.8,0.0094466046550786,0.3381438199677123,0.3381438199677123
ALB,Tsunami,2500.0,1.0,0.0094466046550786,0.2999999999999999,0.2999999999999999
ALB,Tsunami,5000.0,0.2,0.0169540356273627,0.7,0.7
ALB,Tsunami,5000.0,0.4,0.0169540356273627,0.7,0.7
ALB,Tsunami,5000.0,0.6,0.0169540356273627,0.7,0.7
ALB,Tsunami,5000.0,0.8,0.0169540356273627,0.3381438199677123,0.3381438199677123
ALB,Tsunami,5000.0,1.0,0.0169540356273627,0.2999999999999999,0.2999999999999999
ARG,Earthquake,10.0,0.2,0.0016268120840986,0.4280702923864284,0.4280702923864284
ARG,Earthquake,10.0,0.4,0.0016268120840986,0.3203704712271822,0.3203704712271822
ARG,Earthquake,10.0,0.6,0.0016268120840986,0.275838732624553,0.275838732624553
ARG,Earthquake,10.0,0.8,0.0016268120840986,0.4366425297624744,0.4366425297624744
ARG,Earthquake,10.0,1.0,0.0016268120840986,0.633830795978134,0.633830795978134
ARG,Earthquake,25.0,0.2,0.0040653145700576,0.4280702923864284,0.4280702923864284
ARG,Earthquake,25.0,0.4,0.0040653145700576,0.3203704712271822,0.3203704712271822
ARG,Earthquake,25.0,0.6,0.0040653145700576,0.275838732624553,0.275838732624553
ARG,Earthquake,25.0,0.8,0.0040653145700576,0.4366425297624744,0.4366425297624744
ARG,Earthquake,25.0,1.0,0.0040653145700576,0.633830795978134,0.633830795978134
ARG,Earthquake,50.0,0.2,0.0081231834025574,0.4280702923864284,0.4280702923864284
ARG,Earthquake,50.0,0.4,0.0081231834025574,0.3203704712271822,0.3203704712271822
ARG,Earthquake,50.0,0.6,0.0081231834025574,0.275838732624553,0.275838732624553
ARG,Earthquake,50.0,0.8,0.0081231834025574,0.4366425297624744,0.4366425297624744
ARG,Earthquake,50.0,1.0,0.0081231834025574,0.633830795978134,0.633830795978134
ARG,Earthquake,100.0,0.2,0.0162177032519207,0.4280702923864284,0.4280702923864284
ARG,Earthquake,100.0,0.4,0.0162177032519207,0.3203704712271822,0.3203704712271822
ARG,Earthquake,100.0,0.6,0.0162177032519207,0.275838732624553,0.275838732624553
ARG,Earthquake,100.0,0.8,0.0162177032519207,0.4366425297624744,0.4366425297624744
ARG,Earthquake,100.0,1.0,0.0162177032519207,0.633830795978134,0.633830795978134
ARG,Earthquake,250.0,0.2,0.0403226411650466,0.4280702923864284,0.4280702923864284
ARG,Earthquake,250.0,0.4,0.0403226411650466,0.3203704712271822,0.3203704712271822
ARG,Earthquake,250.0,0.6,0.0403226411650466,0.275838732624553,0.275838732624553
ARG,Earthquake,250.0,0.8,0.0403226411650466,0.4366425297624744,0.4366425297624744
ARG,Earthquake,250.0,1.0,0.0403226411650466,0.633830795978134,0.633830795978134
ARG,Earthquake,500.0,0.2,0.0748851023754867,0.4280702923864284,0.4280702923864284
ARG,Earthquake,500.0,0.4,0.0748851023754867,0.3203704712271822,0.3203704712271822
ARG,Earthquake,500.0,0.6,0.0748851023754867,0.275838732624553,0.275838732624553
ARG,Earthquake,500.0,0.8,0.0748851023754867,0.4366425297624744,0.4366425297624744
ARG,Earthquake,500.0,1.0,0.0748851023754867,0.633830795978134,0.633830795978134
ARG,Earthquake,1000.0,0.2,0.1085581516716353,0.4280702923864284,0.4280702923864284
ARG,Earthquake,1000.0,0.4,0.1085581516716353,0.3203704712271822,0.3203704712271822
ARG,Earthquake,1000.0,0.6,0.1085581516716353,0.275838732624553,0.275838732624553
ARG,Earthquake,1000.0,0.8,0.1085581516716353,0.4366425297624744,0.4366425297624744
ARG,Earthquake,1000.0,1.0,0.1085581516716353,0.633830795978134,0.633830795978134
ARG,Earthquake,2500.0,0.2,0.1755358883966423,0.4280702923864284,0.4280702923864284
ARG,Earthquake,2500.0,0.4,0.1755358883966423,0.3203704712271822,0.3203704712271822
ARG,Earthquake,2500.0,0.6,0.1755358883966423,0.275838732624553,0.275838732624553
ARG,Earthquake,2500.0,0.8,0.1755358883966423,0.4366425297624744,0.4366425297624744
ARG,Earthquake,2500.0,1.0,0.1755358883966423,0.633830795978134,0.633830795978134
ARG,Earthquake,5000.0,0.2,0.2503875471175369,0.4280702923864284,0.4280702923864284
ARG,Earthquake,5000.0,0.4,0.2503875471175369,0.3203704712271822,0.3203704712271822
ARG,Earthquake,5000.0,0.6,0.2503875471175369,0.275838732624553,0.275838732624553
ARG,Earthquake,5000.0,0.8,0.2503875471175369,0.4366425297624744,0.4366425297624744
ARG,Earthquake,5000.0,1.0,0.2503875471175369,0.633830795978134,0.633830795978134
ARG,Flood,10.0,0.2,0.00825056355383396,0.638950604120984,0.5574791547630937
ARG,Flood,10.0,0.4,0.008212138418861946,0.4781946090955183,0.4172208692995625
ARG,Flood,10.0,0.6,0.008310493361213697,0.4117251955698023,0.3592268518732978
ARG,Flood,10.0,0.8,0.008310493361213697,0.6517457836686192,0.5686428438389821
ARG,Flood,10.0,1.0,0.008310493361213697,0.6999999999999998,0.6107442513040887
ARG,Flood,25.0,0.2,0.01673442172287759,0.638950604120984,0.5574791547630937
ARG,Flood,25.0,0.4,0.01665648493599212,0.4781946090955183,0.4172208692995625
ARG,Flood,25.0,0.6,0.01685597592507476,0.4117251955698023,0.3592268518732978
ARG,Flood,25.0,0.8,0.01685597592507476,0.6517457836686192,0.5686428438389821
ARG,Flood,25.0,1.0,0.01685597592507476,0.6999999999999998,0.6107442513040887
ARG,Flood,50.0,0.2,0.023174919414292686,0.638950604120984,0.5574791547630937
ARG,Flood,50.0,0.4,0.023066987465081054,0.4781946090955183,0.4172208692995625
ARG,Flood,50.0,0.6,0.023343255607023917,0.4117251955698023,0.3592268518732978
ARG,Flood,50.0,0.8,0.023343255607023917,0.6517457836686192,0.5686428438389821
ARG,Flood,50.0,1.0,0.023343255607023917,0.6999999999999998,0.6107442513040887
ARG,Flood,100.0,0.2,0.02582312105144064,0.638950604120984,0.5574791547630937
ARG,Flood,100.0,0.4,0.025702855701646543,0.4781946090955183,0.4172208692995625
ARG,Flood,100.0,0.6,0.02601069304703327,0.4117251955698023,0.3592268518732978
ARG,Flood,100.0,0.8,0.02601069304703327,0.6517457836686192,0.5686428438389821
ARG,Flood,100.0,1.0,0.02601069304703327,0.6999999999999998,0.6107442513040887
ARG,Flood,250.0,0.2,0.02743481192989657,0.638950604120984,0.5574791547630937
ARG,Flood,250.0,0.4,0.027307040494108013,0.4781946090955183,0.4172208692995625
ARG,Flood,250.0,0.6,0.027634090801422134,0.4117251955698023,0.3592268518732978
ARG,Flood,250.0,0.8,0.027634090801422134,0.6517457836686192,0.5686428438389821
ARG,Flood,250.0,1.0,0.027634090801422134,0.6999999999999998,0.6107442513040887
ARG,Flood,500.0,0.2,0.0288512803977399,0.638950604120984,0.5574791547630937
ARG,Flood,500.0,0.4,0.028716912080210436,0.4781946090955183,0.4172208692995625
ARG,Flood,500.0,0.6,0.029060848103704885,0.4117251955698023,0.3592268518732978
ARG,Flood,500.0,0.8,0.029060848103704885,0.6517457836686192,0.5686428438389821
ARG,Flood,500.0,1.0,0.029060848103704885,0.6999999999999998,0.6107442513040887
ARG,Flood,1000.0,0.2,0.030535007209935332,0.638950604120984,0.5574791547630937
ARG,Flood,1000.0,0.4,0.03039279731533147,0.4781946090955183,0.4172208692995625
ARG,Flood,1000.0,0.6,0.030756805040894394,0.4117251955698023,0.3592268518732978
ARG,Flood,1000.0,0.8,0.030756805040894394,0.6517457836686192,0.5686428438389821
ARG,Flood,1000.0,1.0,0.030756805040894394,0.6999999999999998,0.6107442513040887
ARG,Flood,2500.0,0.2,0.033253938362519525,0.638950604120984,0.5574791547630937
ARG,Flood,2500.0,0.4,0.03309906566060123,0.4781946090955183,0.4172208692995625
ARG,Flood,2500.0,0.6,0.03349548575594058,0.4117251955698023,0.3592268518732978
ARG,Flood,2500.0,0.8,0.03349548575594058,0.6517457836686192,0.5686428438389821
ARG,Flood,2500.0,1.0,0.03349548575594058,0.6999999999999998,0.6107442513040887
ARG,Flood,5000.0,0.2,0.03576291906094147,0.638950604120984,0.5574791547630937
ARG,Flood,5000.0,0.4,0.03559636134849632,0.4781946090955183,0.4172208692995625
ARG,Flood,5000.0,0.6,0.03602269099490389,0.4117251955698023,0.3592268518732978
ARG,Flood,5000.0,0.8,0.03602269099490389,0.6517457836686192,0.5686428438389821
ARG,Flood,5000.0,1.0,0.03602269099490389,0.6999999999999998,0.6107442513040887
ARM,Earthquake,10.0,0.2,0.0080560753047129,0.7,0.7
ARM,Earthquake,10.0,0.4,0.0080560753047129,0.7,0.7
ARM,Earthquake,10.0,0.6,0.0080560753047129,0.5765287033089572,0.5765287033089572
ARM,Earthquake,10.0,0.8,0.0080560753047129,0.2040832413404127,0.2040832413404127
ARM,Earthquake,10.0,1.0,0.0080560753047129,0.0999999999999999,0.0999999999999999
ARM,Earthquake,25.0,0.2,0.020050032439663,0.7,0.7
ARM,Earthquake,25.0,0.4,0.020050032439663,0.7,0.7
ARM,Earthquake,25.0,0.6,0.020050032439663,0.5765287033089572,0.5765287033089572
ARM,Earthquake,25.0,0.8,0.020050032439663,0.2040832413404127,0.2040832413404127
ARM,Earthquake,25.0,1.0,0.020050032439663,0.0999999999999999,0.0999999999999999
ARM,Earthquake,50.0,0.2,0.0398544018671183,0.7,0.7
ARM,Earthquake,50.0,0.4,0.0398544018671183,0.7,0.7
