iso3,gdp_pc_pp,gni_pc_pp,pop,gini_index,name,region,income_group,prepare_scaleup,finance_pre,borrowing_ability,avg_prod_k,tau_tax,k_priv_share,k_household_share,owner_occupied_share_of_value_added,self_employment,real_est_k_to_va_shares_ratio,rho,income_elasticity_eta
POL,45112.5993993196,43043.7502844657,36554707.0,28.5,Poland,ECA,HICs,0.4511059052135772,0.8333333333333334,0.775,0.421586230542222,0.398206134104147,0.45028089678839806,0.29573029654386285,0.049612616383499,0.199045213380914,3.705328168012808,0.06,1.5
PRT,41883.85142021639,42037.3623562572,10701636.0,33.9,Portugal,ECA,HICs,0.598726219230438,0.8333333333333334,0.7416666666666667,0.1251835191172326,0.38223386567817086,0.3821316946845563,0.3769567511880183,0.0841726353243096,0.1455038877401269,3.705328168012808,0.06,1.5
PRY,16296.283618926696,14943.4653092085,6929153.0,44.2,Paraguay,LAC,UMICs,0.4804687854724018,0.8333333333333334,0.6583333333333333,0.3203902747508443,0.0985157371275941,0.3398007708538281,0.42407704494956355,0.0498736514198583,0.41320538964087,3.705328168012808,0.06,1.5
ROU,40610.7541380693,40955.8939476654,19069340.0,29.8,Romania,ECA,HICs,0.4036449922733403,0.8333333333333334,1.0,0.3181439389878922,0.4612372961476077,0.4003447805486069,0.3980715367580293,0.0755294007695928,0.227960963680757,3.705328168012808,0.06,1.5
RUS,41704.710937499985,38938.79296875,143533851.0,33.0,Russian Federation,ECA,HICs,0.3801271692176262,0.8333333333333334,0.7,0.2324524602368638,0.274733461133864,0.3960001059964115,0.3418783008173144,0.0847333113286995,0.0658473099479725,3.705328168012808,0.06,1.5
RWA,3264.644514743919,3277.63302263633,14256567.0,39.4,Rwanda,SSA,LICs,0.8,0.6666666666666666,1.0,0.585174807157438,0.08793525685313026,0.16894691143011334,0.2780990988576304,0.0430335703017261,0.412547595958113,3.705328168012808,0.06,1.5
SDN,1871.58911132813,1831.03149414063,50448963.0,34.2,Sudan,SSA,LICs,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.6196936360546678,0.09291300670361981,0.3088152734156722,0.4292012812956049,0.0433334193587319,0.465210501982334,3.705328168012808,0.06,1.5
SEN,4495.894893458379,4264.48878673377,18501984.0,36.2,Senegal,SSA,LMICs,0.5152567271479656,0.6666666666666666,0.5208333333333333,0.3456410886964015,0.1697835081020063,0.1364820590746775,0.5351545355979969,0.0601998839377181,0.695743915796617,3.705328168012808,0.06,1.5
SLE,3092.8305770948,2887.17023686082,8642022.0,35.7,Sierra Leone,SSA,LICs,0.5491767239521866,0.6666666666666666,0.6666666666666666,0.944750855404646,0.039823842753371835,0.04031409359620812,0.5028954791376767,0.0433334193587319,0.894643625081441,3.705328168012808,0.06,1.5
SLV,11669.081713564394,10825.6115016267,6338193.0,39.8,El Salvador,LAC,UMICs,0.6260676719994388,0.6666666666666666,1.0,0.3021237805974837,0.12333806877081531,0.3555615694785341,0.3909922132727769,0.0507350422862429,0.363436068453801,3.705328168012808,0.06,1.5
SRB,26886.0087460398,25764.6747156874,6587202.0,32.8,Serbia,ECA,UMICs,0.5111993892256985,0.6666666666666666,1.0,0.2280092387089795,0.3689239528431306,0.3930208643168202,0.43964182569600785,0.0793107982213091,0.270549284494911,3.705328168012808,0.06,1.5
SVK,40346.574813847794,38089.3809910381,5422069.0,23.8,Slovak Republic,ECA,HICs,0.5623022545867079,0.5,0.6333333333333333,0.2183933068719898,0.34545001001874653,0.3358324260743949,0.45185630834046553,0.1057950492728843,0.151259665024365,3.705328168012808,0.06,1.5
SVN,48495.88968708099,47427.8732753114,2126324.0,24.7,Slovenia,ECA,HICs,0.6681934502451844,0.8333333333333334,0.8,0.1574427097328758,0.4318080174614565,0.47439023520562273,0.29285071235785887,0.0577374741824145,0.142623818109898,3.705328168012808,0.06,1.5
SWE,63258.90799240019,65070.6176453437,10569709.0,29.3,Sweden,ECA,HICs,0.5999160592339046,0.8333333333333334,0.9166666666666669,0.2217019006714324,0.493790565599212,0.5105751139047239,0.24165467498860674,0.0487869476123778,0.106539779128754,3.705328168012808,0.06,1.5
SWZ,10367.2682554184,9756.06698089589,1242822.0,54.6,Eswatini,SSA,LMICs,0.6,0.8333333333333334,0.5416666666666667,0.3140405796118398,0.20829059007857814,0.2554475478992411,0.27950086830337323,0.0385385778508665,0.3485979149908809,3.705328168012808,0.06,1.5
TCD,2605.7716418397395,2451.40860241569,20299123.0,37.4,Chad,SSA,LICs,0.6333333333333333,0.6666666666666666,0.6666666666666666,0.5538995526753602,0.06372755162815898,0.045404987642817314,0.6384298699828652,0.0458176866603692,0.911674668000304,3.705328168012808,0.06,1.5
TGO,2849.60384966171,2776.57404669686,9515236.0,37.9,Togo,SSA,LICs,0.2310059058933776,0.5,0.3875,0.3975163837569679,0.09148530241815998,0.0453894187911673,0.4211545819342447,0.0573445617128632,0.82134622118878,3.705328168012808,0.06,1.5
TJK,4755.932967047189,7500.20928238403,10590927.0,36.1,Tajikistan,ECA,LMICs,0.5838001143080322,0.6666666666666666,1.0,0.1088615328715904,0.20566812990314676,0.29547430337993497,0.11260758135576111,0.000900708524265,0.269973206281708,3.705328168012808,0.06,1.5
TUN,12713.549847382097,12626.0328745436,12277109.0,33.7,Tunisia,MNA,LMICs,0.394376725177459,0.6666666666666666,0.4458333333333333,0.4027351818419936,0.1933440573112589,0.37983965452842217,0.29716728256547525,0.0451187848464295,0.2549636834283399,3.705328168012808,0.06,1.5
TUR,35294.39367779259,30929.7318407593,85518661.0,44.5,Turkiye,ECA,UMICs,0.5962344510255896,0.8333333333333334,0.5916666666666667,0.2319172126673958,0.24793292753332113,0.5215057173273397,0.2991669771499115,0.0243670178452106,0.285985075058983,3.705328168012808,0.06,1.5
TZA,3713.26293945313,3646.03955078125,68560157.0,40.5,Tanzania,SSA,LMICs,0.6578896413368731,0.6666666666666666,1.0,0.3392861218722182,0.05981794050330904,0.08265366850689854,0.5792825412435579,0.0246084289711622,0.855185101977619,3.705328168012808,0.06,1.5
UGA,2881.8659466842996,2733.47717362525,50015092.0,42.7,Uganda,SSA,LICs,0.5970655828189557,0.8333333333333334,0.5666666666666667,0.5221099997715624,0.07606333698284558,0.10105460070017162,0.6332490126829586,0.0512350355449622,0.814395150430606,3.705328168012808,0.06,1.5
UKR,16319.8447265625,16973.224609375,37860221.0,25.6,Ukraine,ECA,UMICs,0.2250438577946273,0.6666666666666666,0.375,0.0888663493953984,0.4204667183764806,0.4975462829263147,0.2857491333689615,0.0450623886039238,0.192720230501339,3.705328168012808,0.06,1.5
URY,32038.772728822696,28850.6485889482,3386588.0,40.0,Uruguay,LAC,HICs,0.5714973299953743,0.6666666666666666,0.6333333333333333,0.2244433082155382,0.2798199586523296,0.3020776440140309,0.3725425385214831,0.0666702176337429,0.293526339692597,3.705328168012808,0.06,1.5
USA,75491.60843489028,75643.6242951476,340110988.0,41.8,United States,NMA,HICs,0.6345556717069485,0.8333333333333334,0.9083333333333332,0.2978017155296604,0.47531733969252654,0.4217324974642471,0.3210284803929435,0.0792687214534789,0.0608221746093672,3.705328168012808,0.06,1.5
UZB,10450.205140285198,9290.37392662001,36361859.0,34.6,Uzbekistan,ECA,LMICs,0.7341401375655401,0.6666666666666666,0.5333333333333333,0.3463946877660698,0.15768086426553132,0.24550838166798825,0.3702630432229944,0.0437567024926934,0.458801686625166,3.705328168012808,0.06,1.5
VNM,14415.215953281298,13215.9287816632,100987686.0,36.1,Viet Nam,EAP,LMICs,0.6457157604166694,0.8333333333333334,0.65,0.3685205824381082,0.1567393368312756,0.2694436543138182,0.4303891936823608,0.034240304674291,0.529734970766804,3.705328168012808,0.06,1.5
ZAF,13598.788865698396,12983.6059307303,64007187.0,63.0,South Africa,SSA,UMICs,0.554874979276625,0.8333333333333334,0.625,0.2609504893395919,0.371872781992255,0.5237760642620006,0.2401922058741644,0.0372680225904157,0.163133948389721,3.705328168012808,0.06,1.5
ZMB,3716.0373533310003,3198.35696552235,21314956.0,51.5,Zambia,SSA,LMICs,0.6828507294943291,0.8333333333333334,0.425,0.1999607740585774,0.019915489046850234,0.1878918539259605,0.6069345458622256,0.0209418692237717,0.7380312038886799,3.705328168012808,0.06,1.5
ZWE,3450.12970768715,3402.55168834731,16634373.0,50.3,Zimbabwe,SSA,LMICs,0.6335344881121437,0.8333333333333334,0.8333333333333334,0.6916635274013144,0.17664907989505965,0.19380859801006098,0.57425102074794,0.0238034937227904,0.714928607252313,3.705328168012808,0.06,1.5
