iso3,gdp_pc_pp,gni_pc_pp,pop,gini_index,name,region,income_group,prepare_scaleup,finance_pre,borrowing_ability,avg_prod_k,tau_tax,k_priv_share,k_household_share,owner_occupied_share_of_value_added,self_employment,real_est_k_to_va_shares_ratio,rho,income_elasticity_eta
MKD,24465.391930675094,23759.7560846465,1792179.0,33.5,North Macedonia,ECA,UMICs,0.4800144181538514,0.6666666666666666,0.4833333333333333,0.2633828630982844,0.26604537848747223,0.2371753534475895,0.45685738841858403,0.1111682356045864,0.159304270103509,3.705328168012808,0.06,1.5
MLI,2910.81542295398,2854.53769916482,24478595.0,35.7,Mali,SSA,LICs,0.5736654482148582,0.6666666666666666,0.4083333333333333,0.6798061699455986,0.14886405179257126,0.06336138152409845,0.5321666091555077,0.0433334193587319,0.854329412430454,3.705328168012808,0.06,1.5
MLT,60473.25807151139,51845.8605815574,574346.0,34.6,Malta,MNA,HICs,0.575217762675083,0.6666666666666666,0.7083333333333333,0.2877562463415385,0.3708775705463959,0.4779130961667169,0.32611710034462793,0.0649817148219051,0.151510478186655,3.705328168012808,0.06,1.5
MMR,5276.29433987853,5096.69887498233,54500091.0,30.7,Myanmar,EAP,LMICs,0.4180693914260636,0.5,0.5,0.3419835843207797,0.10698830455615412,0.18011469149850054,0.5099883783880742,0.047681248559472,0.64919218975476,3.705328168012808,0.06,1.5
MNE,27853.64295059209,28426.8714996308,623831.0,34.3,Montenegro,ECA,UMICs,0.4799341211716937,0.8333333333333334,0.5791666666666667,0.3178534786705985,0.3294896408611891,0.37614808217086726,0.32644021228908743,0.064702769140725,0.187310087406685,3.705328168012808,0.06,1.5
MNG,16801.306793135198,16830.1515862536,3524788.0,31.4,Mongolia,EAP,UMICs,0.3822381336653206,0.8333333333333334,0.5583333333333333,0.2291432522177423,0.3455705831103114,0.2738433788427058,0.33989016773632996,0.0429324310727804,0.397689458904874,3.705328168012808,0.06,1.5
MOZ,1495.3224081401993,1450.29525689311,34631766.0,49.6,Mozambique,SSA,LICs,0.7136908668824892,1.0,0.5833333333333334,0.3294826964673195,0.06481008247803448,0.06392833786707176,0.4358046222756794,0.0193775857534566,0.8506112153602661,3.705328168012808,0.06,1.5
MRT,6396.991258273659,5804.6754007324,5169395.0,32.0,Mauritania,SSA,LMICs,0.6666666666666667,0.6666666666666666,1.0,0.2207657857768042,0.12279746051896856,0.27644202719339844,0.5365946926380436,0.043712757341274,0.575401313050379,3.705328168012808,0.06,1.5
MUS,27317.18528365499,25275.1876485484,1259509.0,36.8,Mauritius,SSA,UMICs,0.5742250470100161,0.8333333333333334,0.6916666666666667,0.3215392198399729,0.2782679325758135,0.4007383729691496,0.2600650583010262,0.0456819070402079,0.18472384808344,3.705328168012808,0.06,1.5
MWI,1635.85689673716,1636.88804609079,21655286.0,38.5,Malawi,SSA,LICs,0.8,0.6666666666666666,1.0,0.9707059348850776,0.11144759345517931,0.1291782604475657,0.4116157216788686,0.0550982275459276,0.6162683457754661,3.705328168012808,0.06,1.5
MYS,34071.9449554711,32999.563739747,35557673.0,40.7,Malaysia,EAP,UMICs,0.7205719607313039,0.8333333333333334,0.7583333333333333,0.2494921269867408,0.1539877528606529,0.3721326105260076,0.18047353419607481,0.0103483875749926,0.276375407385757,3.705328168012808,0.06,1.5
NAM,10281.335637034399,10708.5722585034,3030131.0,59.1,Namibia,SSA,LMICs,0.6244079980796371,0.6666666666666666,0.5333333333333333,0.312294397553134,0.12106035603597687,0.31883547239962073,0.34342176965498744,0.0373665666691797,0.3913051808058529,3.705328168012808,0.06,1.5
NER,1772.7245118612798,2089.6357920904,27032412.0,32.9,Niger,SSA,LICs,0.6666666666666667,0.6666666666666666,0.4083333333333333,0.2327884718755795,0.12239436960101288,0.06275824744172463,0.6318203323170837,0.0134308850684793,0.902672135245963,3.705328168012808,0.06,1.5
NGA,5665.451577161968,5384.77783291057,232679478.0,33.9,Nigeria,SSA,LMICs,0.5289779172613325,0.8333333333333334,0.5416666666666667,0.3321177343594327,0.0815352034907581,0.07787672814626506,0.5519366621745357,0.0323570583938406,0.8472765376212721,3.705328168012808,0.06,1.5
NIC,7661.602027228179,7785.76927506026,6916140.0,46.2,Nicaragua,LAC,LMICs,0.5839488873340655,0.6666666666666666,0.4666666666666667,0.2651014158493167,0.15223468639796028,0.2938117184885567,0.3887118102311431,0.0451187848464295,0.429872216086372,3.705328168012808,0.06,1.5
NLD,70901.83841731578,70376.0113936909,17994237.0,25.7,Netherlands,ECA,HICs,0.6848459183373843,0.8333333333333334,0.9166666666666669,0.2157709406280088,0.4849955095556437,0.445246355632305,0.29749474753865657,0.0565375483561068,0.165034079958082,3.705328168012808,0.06,1.5
NOR,91108.23697046447,110848.884305355,5572272.0,26.5,Norway,ECA,HICs,0.7135282568782568,1.0,1.0,0.2377352471442723,0.5526897861136879,0.562310864434602,0.18948775524061803,0.0438741581653304,0.0456860307051373,3.705328168012808,0.06,1.5
NPL,5046.81592972946,5070.94516128461,29651054.0,30.0,Nepal,SAR,LMICs,0.543613903690862,0.6666666666666666,1.0,0.3106478259785661,0.30266492850303744,0.1008238630090201,0.6717307393885492,0.0713399691183535,0.8016124188899749,3.705328168012808,0.06,1.5
PAK,5530.996129259159,5606.17604522018,251269164.0,29.6,Pakistan,MNA,LMICs,0.5128272667527066,0.8333333333333334,0.5083333333333333,0.6522309077626153,0.16331691342241056,0.2333752040599035,0.4392299081919211,0.0346742973601706,0.571100379312102,3.705328168012808,0.06,1.5
PAN,36426.007943644996,34663.772926628,4515577.0,49.7,Panama,LAC,HICs,0.4490213142084069,0.8333333333333334,1.0,0.2486707684382412,0.18239864617348037,0.3494698618187214,0.4585708307412165,0.0636761349973565,0.38914519253997,3.705328168012808,0.06,1.5
PER,15661.749771195598,15022.326236543,34217848.0,40.1,Peru,LAC,UMICs,0.4081936571991137,0.8333333333333334,1.0,0.2774178440794039,0.12122330957639157,0.28266556128174314,0.42939181194133047,0.0312224592457533,0.526021514684753,3.705328168012808,0.06,1.5
PHL,10375.940417993797,11579.5326713361,115843670.0,39.3,Philippines,EAP,LMICs,0.7435303007378833,0.6666666666666666,1.0,0.3459349526152716,0.3625617449904638,0.3769440839198578,0.3897594816645219,0.0460934893994559,0.3674501514223909,3.705328168012808,0.06,1.5
