iso3,gdp_pc_pp,gni_pc_pp,pop,gini_index,name,region,income_group,prepare_scaleup,finance_pre,borrowing_ability,avg_prod_k,tau_tax,k_priv_share,k_household_share,owner_occupied_share_of_value_added,self_employment,real_est_k_to_va_shares_ratio,rho,income_elasticity_eta,average_aid_cost_pc,dk,dw,dc,dk_tot,dc_tot,dw_tot,dWpc_currency,dWtot_currency,risk_to_wellbeing,risk_to_consumption,resilience,risk_to_assets
CRI,26973.4361581028,24652.65374815,5129910.0,45.8,Costa Rica,LAC,HICs,0.665176892969537,1.0,1.0,0.43261932255359703,0.26718520930676065,0.4396432279498939,0.38498382577783385,0.06012159649292883,0.269521883663997,3.705328168012808,0.06,1.5,0.0,97.86575467193565,3.934446844700862e-05,112.54901605413265,502042513.54910934,577366322.9462556,201.833582130994,174.296270612125,894124181.5758462,0.006461774821365002,0.004172587259347861,0.5614908129028411,0.0036282271972433457
CYP,53255.5234375,47253.25,1358282.0,31.8,Cyprus,ECA,HICs,0.2915047815919911,0.8333333333333334,0.7083333333333334,0.1451910922152238,0.36631337571762557,0.5081241352247997,0.26299946308444455,0.054863694024147945,0.10515626606210599,3.705328168012808,0.06,1.5,0.0,348.6292593302974,4.294508597991664e-05,399.156144236622,473536847.6216749,542166605.9060075,58.33153727497313,527.7891561193609,716886510.5521177,0.00991050546594979,0.007495112590622953,0.6605464611922681,0.006546349314159763
CZE,47961.80951314829,46413.7086819405,10882164.0,25.7,Czechia,ECA,HICs,0.5393701498150425,1.0,0.925,0.19013098402060497,0.3890464892697892,0.4439798676453324,0.34914386387039587,0.07056640640528648,0.164905171448329,3.705328168012808,0.06,1.5,0.0,63.52065744258337,9.546654774018416e-06,75.10382905391897,691242211.6780128,817292184.792711,103.88826290225134,100.2754357116006,1091213736.5850945,0.0020907350395966817,0.0015659089975187434,0.6334617944246422,0.0013244007698493894
DEU,62829.796003119416,65408.3978267378,83510950.0,32.4,Germany,ECA,HICs,0.6063789838354662,0.8333333333333334,0.9166666666666667,0.21800234539705118,0.4648226718093608,0.6135782703431435,0.21425868956196448,0.042189103186940025,0.0862742215819687,3.705328168012808,0.06,1.5,0.0,96.56827736571192,8.036559858321711e-06,104.75250479941927,8064508582.6741,8747981190.679064,671.1407485003116,126.566467280009,10569685920.697468,0.0020144338408121703,0.0016672424783015123,0.7629846944536213,0.0015369821885291084
DNK,73709.0018358619,72119.6409650804,5976992.0,29.9,Denmark,ECA,HICs,0.6982914904907482,0.8333333333333334,0.9166666666666667,0.21172682437904242,0.5140918570734507,0.4982640737893044,0.24089112206849653,0.05265026900378911,0.0841889998659116,3.705328168012808,0.06,1.5,0.0,31.366255693276866,2.0762642779626316e-06,34.75184427032417,187475859.34867027,207711495.18897337,12.409814979268427,41.54927279560992,248339671.10517815,0.0005636933313536585,0.0004714735433225774,0.7549170799588821,0.00042554172369779845
DOM,24229.468122274502,23475.5796880476,11427557.0,39.0,Dominican Republic,LAC,UMICs,0.5853167226634055,0.6666666666666666,1.0,0.24862508642175815,0.17976363583201507,0.3784373985958009,0.42718064805669587,0.040212708898073185,0.42365559403910297,3.705328168012808,0.06,1.5,0.0,194.7931490198185,9.660631877363777e-05,240.90072356037322,2226009813.6334696,2752906749.8274083,1103.9742143459157,364.3521650758733,4163655134.4779515,0.015037563484149249,0.009942468499294447,0.5346287676903317,0.008039514034595845
DZA,15442.124446054198,15956.6764816144,46814308.0,27.6,Algeria,MNA,UMICs,0.8,1.0,1.0,0.21997907059240865,0.19512541349473161,0.258032662434242,0.28913242421369745,0.04511878484642958,0.320940198493035,3.705328168012808,0.06,1.5,0.0,47.196453941294216,5.046367770142499e-05,61.34958381942976,2209469331.3155613,2872038312.594601,2362.4221507272414,96.83658603165445,4533337764.154369,0.006270936772329815,0.003972871999170161,0.48738246437009247,0.003056344618007139
ECU,13935.5391125402,13945.6658791476,18135478.0,45.2,Ecuador,LAC,UMICs,0.563095812503476,0.6666666666666666,0.43333333333333335,0.18060502619358446,0.1810890906781567,0.19181950324260275,0.36272601756269335,0.044454248040304095,0.507938036477426,3.705328168012808,0.06,1.5,0.0,222.49750430198148,0.00029409363058026736,273.18322419044216,4035098594.3234897,4954308352.274832,5333.528567328566,483.8060340396281,8774053686.592926,0.03471742500469642,0.01960334810044143,0.4598898910875446,0.015966192804249834
EGY,16798.151577864,15804.9782194126,116538258.0,28.5,"Egypt, Arab Rep.",MNA,LMICs,0.6082203936160391,0.6666666666666666,0.4666666666666667,0.7411056618723808,0.12348817897940849,0.21380759965059817,0.23221834215971218,0.04230493200851568,0.260877691023584,3.705328168012808,0.06,1.5,0.0,12.775528114956646,9.064730604857107e-06,14.54125149655104,1488837791.5470715,1694612118.5479512,1056.3879139293338,19.73545509119258,2299935557.1648145,0.001174858733695394,0.0008656459271217066,0.6473389164792066,0.000760531779686509
ESP,48373.04556991849,47068.1645697859,48807137.0,33.4,Spain,ECA,HICs,0.6061794448483766,0.8333333333333334,0.7666666666666666,0.16670477850299206,0.4156147233998593,0.4163870952761186,0.37548703743449147,0.08124222162494125,0.151693384007829,3.705328168012808,0.06,1.5,0.0,50.05967494965113,8.78684542841431e-06,65.89089179725389,2443269413.443091,3215945783.000747,428.8607686224409,93.48418234905112,4562695295.24312,0.001932567636534874,0.0013621406512851267,0.5354881830461797,0.0010348671323019095
EST,41546.1201868122,40549.4142087389,1371986.0,30.7,Estonia,ECA,HICs,0.36610174501903453,0.8333333333333334,0.8333333333333333,0.2239238114723021,0.39343419177896555,0.41486276502996233,0.34984546134115013,0.0804251761077301,0.11108434247167401,3.705328168012808,0.06,1.5,0.0,24.025188995149346,4.492721997965029e-06,28.15505600441376,32962222.948698968,38628342.66727161,6.163951683100048,38.045671672495146,52198128.895259924,0.0009157454775902712,0.0006776819562889266,0.6314828451962431,0.0005782775596642969
ETH,2884.26460712345,2999.69061538126,132059767.0,31.1,Ethiopia,SSA,LICs,0.7333333333333333,0.8333333333333334,0.5083333333333333,0.4834511165692108,0.06726545662286088,0.053695653559263964,0.46990949604072907,0.04408660173729929,0.850948840976875,3.705328168012808,0.06,1.5,0.0,4.818575900178011,7.65164606872866e-05,7.886236435508958,636340010.6493235,1041454546.1802235,10104.745970027729,11.852433420770785,1565229595.930003,0.004109343293780357,0.002734227787572549,0.4065473923467651,0.0016706428003440711
FIN,55628.6815127631,55731.4370147575,5637214.0,27.4,Finland,ECA,HICs,0.6963851362078851,0.8333333333333334,0.8916666666666666,0.19991804595040583,0.5007850067930457,0.3960429164633453,0.37181313618402617,0.08410717275052312,0.131887241270814,3.705328168012808,0.06,1.5,0.0,18.78359053014788,2.182860289873339e-06,22.057205910948323,105887119.50681704,124341189.96208063,12.305250586118046,28.640070998291094,161450209.19256052,0.0005148436062019571,0.00039650779617862513,0.6558499988100122,0.00033766017851489594
FRA,54464.9816695754,54392.1901766941,68516699.0,31.8,France,ECA,HICs,0.5654372974328619,1.0,0.95,0.17668124683823622,0.4774170671441281,0.39907648884071745,0.35823675673697797,0.08070333614420362,0.12918804155201902,3.705328168012808,0.06,1.5,0.0,60.53383045167875,7.693666426733797e-06,71.6297914474994,4147578240.3747077,4907836860.041091,527.1446267669252,97.79336619105679,6700478635.509415,0.001795527386465366,0.0013151531360472745,0.6189973084003992,0.001111426619381265
GAB,18923.0900476678,17981.0846193804,2538952.0,38.0,Gabon,SSA,UMICs,0.4267726317339799,0.8333333333333334,0.5041666666666667,0.27297777313868626,0.06714035131572793,0.3287238494211822,0.3691610248631776,0.054230026607118335,0.33851037350200697,3.705328168012808,0.06,1.5,0.0,34.76839413740542,3.401915826786147e-05,49.923584524822935,88275283.8319538,126753584.77646825,86.37300992250343,88.55470644583498,224836149.04006562,0.004679717013593613,0.002638236376779057,0.39262051146509896,0.0018373528873890498
GBR,52517.9848574945,51736.1828004141,69226000.0,32.4,United Kingdom,ECA,HICs,0.642071262418551,0.8333333333333334,0.8500000000000001,0.21166971628155043,0.4117645828731346,0.4030566204098695,0.37708226607848244,0.08490876281113942,0.134187341614466,3.705328168012808,0.06,1.5,0.0,64.80962253725315,1.0407447430047587e-05,86.56059276656597,4486510929.7638855,5992243594.858296,720.4659557924742,125.2582403346013,8671126945.403109,0.0023850541995182155,0.001648208570862815,0.517408055263492,0.0012340462550707444
GEO,25000.632641698096,24167.4328171923,3673850.0,33.9,Georgia,ECA,UMICs,0.4799341211716937,0.8333333333333334,0.6416666666666667,0.26043967643408783,0.3816284648650732,0.14656076408035015,0.46732142617735006,0.08851428304960425,0.487384383924351,3.705328168012808,0.06,1.5,0.0,399.9655043449492,0.00017889626549832304,637.6560310655342,1469413268.137692,2342652609.7301126,657.2380450010141,707.1764223495976,2598060099.249069,0.02828634108922952,0.02550559580648369,0.5655809380862297,0.015998215328273495
GHA,7061.93402799185,6966.18464853549,34427414.0,43.5,Ghana,SSA,LMICs,0.5975740580549966,0.8333333333333334,0.47500000000000003,0.4015998812071467,0.11979893684929735,0.21790887597755157,0.6103278665999208,0.019518740573383528,0.711727725664695,3.705328168012808,0.06,1.5,0.0,3.600748856385767,1.8497675779264927e-05,5.506899100621761,123964471.58881938,189588295.1933331,636.8271420905262,10.977479813949541,377926242.2314838,0.001554457995562885,0.0007798004171086426,0.32801234139462004,0.0005098814067241698
GIN,4028.4834738089894,3797.7783583026,14754785.0,29.6,Guinea,SSA,LMICs,0.491227769978424,0.6666666666666666,0.6666666666666666,0.5326179953434279,0.09070336319342993,0.07578394442800246,0.5096362513164534,0.04511878484642958,0.818802860470411,3.705328168012808,0.06,1.5,0.0,6.615479448495354,7.458809257058542e-05,10.913575784491627,97609976.93446754,161027464.28138027,1100.5312694390852,19.071369508052843,281393956.74687546,0.004734131251138182,0.002709102781591576,0.34688014647831045,0.0016421761418423597
GMB,3030.9740835672906,2863.96740381559,2759988.0,38.8,"Gambia, The",SSA,LICs,0.6666666666666667,0.8333333333333334,1.0,0.5058967226596787,0.10449421372321886,0.14951729681772497,0.39904179045832633,0.01686327644300447,0.692398782635111,3.705328168012808,0.06,1.5,0.0,1.944271568380454,2.8850965389616846e-05,2.5992776129485278,5366166.197471231,7173975.020406581,79.62831826375783,4.8143059263988555,13287426.585189724,0.0015883692151972084,0.0008575717050966402,0.4038529329262602,0.0006414675661271747
GRC,37752.6321172664,37101.2201278838,10388805.0,33.4,Greece,ECA,HICs,0.5450174951544926,0.8333333333333334,0.6666666666666667,0.12470324872956334,0.37441217728509507,0.21374168590567783,0.46629106732067016,0.09998454160573288,0.309524457344361,3.705328168012808,0.06,1.5,0.0,958.2184190648622,0.00021722900742781532,1280.1510092374751,9954744303.073135,13299239205.521328,2256.749798511125,1593.450848971868,16554050147.053188,0.042207675587289537,0.033908920714749054,0.6013479610514044,0.0253814996551357
GTM,12640.8871117101,12682.1851933397,18406359.0,45.2,Guatemala,LAC,UMICs,0.4666666666666667,0.6666666666666666,1.0,0.3252414222281725,0.18313296405310134,0.3272831981160057,0.4436122333736616,0.0619556570891973,0.39540840734712296,3.705328168012808,0.06,1.5,0.0,88.98389593073976,0.00014796534440131886,126.31557072426472,1637869533.7198353,2325009742.0407066,2723.5032486093155,210.2937370250812,3870742019.1352367,0.016635995177132153,0.009992619157816079,0.423140970290175,0.007039371140994371
HND,6585.855357178611,6183.32922665544,10825703.0,45.7,Honduras,LAC,LMICs,0.2604377998089767,0.8333333333333334,1.0,0.24259264015249607,0.12549734466811446,0.28575215337564686,0.4072028868957749,0.04511878484642958,0.45651261560525297,3.705328168012808,0.06,1.5,0.0,126.75825145564723,0.0006473843128152156,167.29575621250498,1372247183.0581548,1811094169.916984,7008.390297396618,346.00346967650734,3745730799.6873746,0.0525373624094799,0.025402282184978735,0.3663496541643316,0.019247044549419116
HRV,42633.76668083291,43091.2323856226,3866300.0,30.1,Croatia,ECA,HICs,0.46871646681844575,0.6666666666666666,0.6333333333333333,0.20341490490168024,0.3162401312912516,0.338694482250907,0.34424365619965475,0.07859278469798574,0.135379286777243,3.705328168012808,0.06,1.5,0.0,214.42122123822446,4.7930647025110414e-05,275.14030429563456,829016767.6733474,1063774958.4982117,185.31426059318437,421.9333442507644,1631320888.8767302,0.009896694031504732,0.00645357719282474,0.5081874285593062,0.005029375491108623
