iso3,gdp_pc_pp,gni_pc_pp,pop,gini_index,name,region,income_group,prepare_scaleup,finance_pre,borrowing_ability,avg_prod_k,tau_tax,k_priv_share,k_household_share,owner_occupied_share_of_value_added,self_employment,real_est_k_to_va_shares_ratio,rho,income_elasticity_eta,average_aid_cost_pc,dk,dw,dc,dk_tot,dc_tot,dw_tot,dWpc_currency,dWtot_currency,risk_to_wellbeing,risk_to_consumption,resilience,risk_to_assets
HTI,2800.66106636594,2985.3943136635,11772557.0,41.1,Haiti,LAC,LMICs,0.5333333333333333,0.5,0.5,0.11433196860146515,0.13049444259456391,0.12021317322880969,0.5153874018032323,0.03946427362094979,0.754352409262302,3.705328168012808,0.06,1.5,0.0,159.7504851363676,0.003446528403225486,302.15538911647775,1880671692.04554,3557141541.230913,40574.45207909102,510.8256461191767,6013724035.999837,0.1823946682638074,0.10788716733529852,0.31272996246374335,0.057040277759727406
HUN,40702.1535135968,39108.9254267516,9562314.0,30.6,Hungary,ECA,HICs,0.6448860437011493,0.8333333333333334,0.7083333333333334,0.20937668409697455,0.4816070835837949,0.32176152478122655,0.4461153193506933,0.10822555077756467,0.122944560329107,3.705328168012808,0.06,1.5,0.0,84.2025354473947,1.7406098530829873e-05,108.07524883644967,805171083.5441186,1033449465.0022666,166.4425796667339,142.93135785213045,1366754524.228437,0.0035116411667108316,0.0026552710239360305,0.5891117016778528,0.0020687489034030182
IDN,14470.437202057801,13851.4910785419,283487931.0,34.9,Indonesia,EAP,UMICs,0.7011917233988042,0.6666666666666666,0.6333333333333333,0.1761408179006248,0.15168100557127026,0.3588491158525397,0.4948749779125366,0.019658918026157685,0.540456286515265,3.705328168012808,0.06,1.5,0.0,79.21434355094293,0.00010673769654559984,113.56251216796066,22456310358.780003,32193601613.657494,30258.848753417948,185.79768803097775,52671402164.485344,0.012839811640560243,0.007847897792045375,0.42634730491229605,0.005474219088534386
IND,9817.07082097048,9744.07793295972,1450935791.0,25.5,India,SAR,LMICs,0.7738320593043702,1.0,0.775,0.26808751560353083,0.06804529105697428,0.1152723731482714,0.5802280005607684,0.05739088408771864,0.7612658681171909,3.705328168012808,0.06,1.5,0.0,16.033359986467318,5.1983211158947295e-05,27.109721144449356,23263375854.352707,39334464692.511055,75424.30160162722,50.56336745829941,73364199558.73131,0.0051505554335301105,0.002761487783763323,0.31709438655742894,0.0016332122156252629
IRL,115337.16670137396,85924.0824714224,5380257.0,29.0,Ireland,ECA,HICs,0.5127947441090477,0.8333333333333334,0.8416666666666667,0.27491920622194305,0.5594564137496167,0.603479249299472,0.25408258440012854,0.04261023094157367,0.137488731291084,3.705328168012808,0.06,1.5,0.0,40.68608599951269,1.383828765192009e-06,47.062567260796584,218901599.00148013,253208706.94287166,7.445354400725661,54.20461596235128,291634764.4637522,0.0004699665989081867,0.00040804337930936833,0.7506018680728573,0.00035275780707233223
IRN,16224.0353445835,15066.2931691639,91567738.0,35.9,"Iran, Islamic Rep.",MNA,UMICs,0.5945261939061661,0.8333333333333334,0.8333333333333334,0.16736178418633862,0.28525173915382823,0.2692307587084607,0.49359605399067863,0.07948312004410854,0.42510849204283097,3.705328168012808,0.06,1.5,0.0,254.835509858046,0.00020967943245600996,352.94781580921045,23334711199.777973,32318633125.69004,19199.871335120617,433.3054565702667,39676800521.196556,0.026707625283553672,0.021754625671907474,0.5881197801549511,0.0157072827102244
IRQ,12725.043126039302,12194.7249857393,46042015.0,29.8,Iraq,MNA,UMICs,0.2611828188184946,0.5,0.36666666666666664,0.4073304239369676,0.11685537630025952,0.09751388832673874,0.2459847109945555,0.054230026607118335,0.31597308287550896,3.705328168012808,0.06,1.5,0.0,37.218090277505915,4.353832571773079e-05,42.233044265400906,1713595870.8282814,1944494457.5632524,2004.592245770647,62.49720832558476,2877497403.184698,0.004911355325601726,0.0033188920341636623,0.5955160442305674,0.0029247908953130702
ISL,65645.09485675402,61705.3991597158,404610.0,26.8,Iceland,ECA,HICs,0.6291541148918254,0.8333333333333334,0.8,0.2088920584384275,0.44168003274335965,0.4376993773772012,0.3307795698766461,0.07054490921198864,0.136835578997005,3.705328168012808,0.06,1.5,0.0,355.9722608893249,2.8524013920759253e-05,408.5973871240556,144029936.47842973,165322588.80426413,11.541101272478402,479.74898000227176,194111234.79871917,0.007308222816177588,0.006224339960444376,0.7419969103168063,0.005422678749510559
ISR,47338.84246242051,46968.0465951218,9974400.0,37.9,Israel,MNA,HICs,0.3037350504261213,0.6666666666666666,0.7416666666666667,0.2848230351273969,0.3428079185206339,0.47851180931815296,0.3668030447403407,0.08189336245083037,0.1169300809039,3.705328168012808,0.06,1.5,0.0,116.63261631562506,1.7495857032384687e-05,137.6172850298469,1163340368.1785705,1372649847.8017046,174.5106763838178,180.2028571922629,1797415378.7785072,0.003806659559437163,0.0029070690762895836,0.6472295619108126,0.002463782598998122
ITA,53115.13509965731,52778.0351591653,58986023.0,34.3,Italy,ECA,HICs,0.6623002024068627,0.8333333333333334,0.7,0.14345010664311653,0.4531204427119839,0.35120236993429926,0.44331839870191464,0.09388859071174686,0.213666291620479,3.705328168012808,0.06,1.5,0.0,412.4260193100658,6.529872467843882e-05,539.2030156386854,24327370660.82198,31805441482.132854,3851.71207575306,799.3410838098102,47149951554.45039,0.015049214923581498,0.01015158889508622,0.5159574900671509,0.007764755159452219
JOR,9520.250644974538,9136.54209984611,11552876.0,33.7,Jordan,MNA,LMICs,0.5705707672674138,0.5,0.43333333333333335,0.30982958107400826,0.2103589662609796,0.2714718518873347,0.418599140951006,0.10326043600983059,0.11704178616359301,3.705328168012808,0.06,1.5,0.0,21.433741019571432,5.1341901169204176e-05,30.147796213436045,247621352.21522233,348293751.32709616,593.1466178120708,47.69188851256374,550978474.1914734,0.005009520262761033,0.0031667019428054857,0.4494211004859877,0.002251384109396918
JPN,46097.4299773012,47902.5061712578,123975371.0,32.3,Japan,EAP,HICs,0.5890552972778644,0.8333333333333334,0.8083333333333333,0.21067857354295638,0.3991658195569025,0.3599670066204922,0.302326081040606,0.0713913450791218,0.0950253170182913,3.705328168012808,0.06,1.5,0.0,281.4767109141885,4.3994457181389994e-05,322.2657839989423,34896179663.44627,39953020131.87474,5454.229151006439,435.424672167976,53981935274.57819,0.009445747244095453,0.006990970736495048,0.6464418047620457,0.006106125895799184
KAZ,35905.441493890496,32268.45091455,20592571.0,29.2,Kazakhstan,ECA,UMICs,0.4874772623375023,1.0,0.7916666666666667,0.4992063423501769,0.30537308708782057,0.4312580152561505,0.37791848738101264,0.062387006794532185,0.2538945746248,3.705328168012808,0.06,1.5,0.0,101.36222158927339,3.2631499245809264e-05,138.01782776451196,2087308744.794845,2842141917.506484,671.9664650557736,222.01250372963023,4571808245.940175,0.006183255085929158,0.0038439250994308605,0.45656086880905433,0.0028230323140998204
KEN,5823.40759464391,5695.37403184006,56432944.0,37.7,Kenya,SSA,LMICs,0.6358429590097112,0.6666666666666666,1.0,0.44207779697977306,0.08239468731128079,0.15547282014632732,0.494061142827519,0.054561427479011125,0.6524706147265159,3.705328168012808,0.06,1.5,0.0,11.691814770784946,7.491452799811891e-05,18.471163086879045,659803528.2180797,1042382112.0967124,4227.647363304278,33.29138248086092,1878730723.2250051,0.005716821627165636,0.0031718822333281177,0.3511964328158052,0.002007727362504818
KOR,50414.208339176395,49571.0547938155,51751065.0,32.9,"Korea, Rep.",EAP,HICs,0.6918635585867663,1.0,0.9416666666666667,0.20279720920777902,0.3444934082173169,0.48660436482760683,0.30756481662007484,0.043371626725957006,0.23183467685124198,3.705328168012808,0.06,1.5,0.0,211.25022954948798,2.9722315442400944e-05,242.09109776238535,10932424360.680473,12528472136.222559,1538.1614784101948,336.4434414786699,17411306408.786343,0.006673583748754872,0.004802041046318656,0.6278922502428421,0.0041902915171897585
LAO,8610.90166279666,7620.24843935199,7769819.0,38.8,Lao PDR,EAP,LMICs,0.5617039206533438,0.3333333333333333,0.22916666666666666,0.2864886795282072,0.11916209766790149,0.06663548972114246,0.3999187133694805,0.04609281810161963,0.774701374900218,3.705328168012808,0.06,1.5,0.0,162.40991257430935,0.0005566915929504253,221.3016468083252,1261895624.5082078,1719473740.1026144,4325.392916046482,444.8233813547384,3456197160.094292,0.05165816528559311,0.02570017118700326,0.36511100670940333,0.01886096473218365
LBN,11330.2687387422,10327.5677287268,5805962.0,35.3,Lebanon,MNA,LMICs,0.3565122472738893,0.5,0.25,0.17788026340875157,0.16329846105572335,0.318873755096995,0.5534022183665298,0.11323436092739517,0.295626515170066,3.705328168012808,0.06,1.5,0.0,101.92789927491216,0.00020375578062690764,167.47012522780926,591789509.9299675,972325183.2079017,1182.9983196001622,245.7368319227118,1426738708.1436515,0.02168852633498891,0.014780772556185682,0.4147847861364557,0.008996070757473263
LBR,1658.2599942501001,1443.67262728265,5612817.0,35.3,Liberia,SSA,LICs,0.6333333333333333,0.6666666666666666,0.6666666666666666,0.2623024378712349,0.08945030395611799,0.11646021057686802,0.5289249136859202,0.024319685124255454,0.790264840152927,3.705328168012808,0.06,1.5,0.0,7.128116567520917,0.0003399584461074337,13.257333670211871,40008813.84816305,74410987.79883759,1908.1245456053875,22.956452183944677,128850365.0777318,0.013843698975760472,0.007994725625764804,0.3105060185435009,0.004298551850878126
LKA,13752.836740386,13379.2997442946,21916000.0,37.7,Sri Lanka,SAR,LMICs,0.5388648938202181,0.6666666666666666,1.0,0.34732239754243355,0.15504404319343557,0.3777451731220884,0.40887461654511603,0.037108988831520764,0.41806466176950896,3.705328168012808,0.06,1.5,0.0,66.72726216209449,9.522216588926998e-05,97.04977216424497,1462394677.544463,2126942806.7515929,2086.888987629241,153.57710859372554,3365795911.9400887,0.011166940427841878,0.007056709389943728,0.43448703243017467,0.004851890807817563
LSO,2637.91651023395,3044.23213592819,2337423.0,44.9,Lesotho,SSA,LMICs,0.4,0.3333333333333333,0.24166666666666664,0.21715833947341423,0.2323119982257204,0.239426927373912,0.25929021657647594,0.029394571050432403,0.385770775891706,3.705328168012808,0.06,1.5,0.0,16.17989767373351,0.00023404462899983002,21.232099486737997,37819264.96023119,49628397.6785896,547.0612988506697,31.709562364190568,74118660.38999341,0.012020684597549423,0.008048814056232196,0.5102529479247995,0.006133589751973825
LTU,47169.0084190287,43616.2619023607,2888055.0,36.0,Lithuania,ECA,HICs,0.30008560690056596,0.8333333333333334,0.8,0.2598650358328045,0.3188746827745659,0.5120896677314666,0.273815269177786,0.05529676262223857,0.118625059815295,3.705328168012808,0.06,1.5,0.0,49.285906394147034,6.76246569817877e-06,55.606062774618614,142340408.3911483,160593367.62655115,19.530372871953688,69.27717908117351,200076303.4312786,0.001468701196042655,0.001178868596953297,0.7114306189690216,0.0010448790009811683
LVA,38936.0453870454,37768.6122626232,1862441.0,34.0,Latvia,ECA,HICs,0.24530640611584603,0.8333333333333334,0.7833333333333333,0.13433888017759493,0.32237850520046923,0.387117320037087,0.397376059694321,0.09109197438552696,0.133903184257445,3.705328168012808,0.06,1.5,0.0,121.08465632479711,2.579563255706342e-05,151.52988816452478,225513028.41021144,282215476.44302565,48.042843695209754,198.1864421562397,369110555.51590925,0.005090050624971258,0.003891763702713913,0.6109633686715076,0.0031098344765409527
MAR,9065.9140625,8955.1123046875,38081173.0,39.5,Morocco,MNA,LMICs,0.6986300833767103,1.0,1.0,0.20080164161649414,0.1663996049185036,0.36174036588252895,0.42247584806724636,0.049071751516723765,0.39949068913289104,3.705328168012808,0.06,1.5,0.0,37.36267592613758,0.0001293288488858694,54.35789466228405,1422814525.6861804,2070012390.5502157,4924.99426831365,111.63819576659759,4251313446.3956704,0.01231405846084233,0.005995853731630721,0.3346764579056067,0.004121225468117278
MDA,16465.928687609696,17329.513294551,2389275.0,26.8,Moldova,ECA,UMICs,0.4660296594661768,0.5,0.375,0.4075954431814228,0.47968830600334234,0.20760796026187567,0.5882448654301604,0.07807859827216652,0.590149834721299,3.705328168012808,0.06,1.5,0.0,101.34865062448404,9.401430528423497e-05,145.48344963301764,242149797.22081417,347599969.1219282,224.62602925799047,198.64300958653146,474612776.72985995,0.0120638813245928,0.00883542327876661,0.5102049693842121,0.006155052201868638
MDG,1657.0497062251002,1573.90927049096,31964956.0,36.8,Madagascar,SSA,LICs,0.6,0.5,1.0,0.4516007373953485,0.0961287870004553,0.04548529032954654,0.5274630035263429,0.04333341935873191,0.889701546595027,3.705328168012808,0.06,1.5,0.0,6.596737203875943,0.00030827653757190476,11.412749343561124,210864414.46545756,364808030.6059602,9854.045959318282,20.794274689205547,664688075.492369,0.01254897460896129,0.006887391066596508,0.317238148599641,0.003981013471770783
MEX,22033.2744496619,22442.6274582049,130861007.0,43.5,Mexico,LAC,UMICs,0.45896844343331944,0.8333333333333334,0.7083333333333334,0.23087021820623913,0.16693555653805311,0.36839619696653125,0.3913563416744737,0.06020853451471967,0.31353913594230504,3.705328168012808,0.06,1.5,0.0,64.94076729366057,4.6517879343178766e-05,82.98891128476086,8498214203.401087,10860012500.557468,6087.376534352872,152.13827020723858,19908967242.55734,0.006904932381013986,0.0037665264631619164,0.4268535931504942,0.002947395197297017
MKD,24465.391930675098,23759.7560846465,1792179.0,33.5,North Macedonia,ECA,UMICs,0.48001441815385143,0.6666666666666666,0.4833333333333333,0.2633828630982844,0.26604537848747234,0.2371753534475895,0.4568573884185841,0.11116823560458641,0.159304270103509,3.705328168012808,0.06,1.5,0.0,157.66658882887097,7.614639961960825e-05,197.98324030564874,282566749.50073713,354821405.62773716,136.4679783238699,291.3920104648504,522226641.9228851,0.011910375737717017,0.008092379671114699,0.5410806856967335,0.006444474271069662
MLI,2910.81542295398,2854.53769916482,24478595.0,35.7,Mali,SSA,LICs,0.5736654482148582,0.6666666666666666,0.4083333333333333,0.6798061699455986,0.14886405179257137,0.06336138152409847,0.5321666091555078,0.04333341935873191,0.854329412430454,3.705328168012808,0.06,1.5,0.0,3.3463372250128116,5.3783884621996196e-05,5.616338851606649,81913633.66451249,137480084.13124424,1316.5539291885732,8.446449068507189,206757205.93611473,0.002901746707091268,0.0019294726856665563,0.3961827269508697,0.0011496219233361252
MLT,60473.25807151139,51845.8605815574,574346.0,34.6,Malta,MNA,HICs,0.575217762675083,0.6666666666666666,0.7083333333333333,0.28775624634153857,0.37087757054639586,0.4779130961667169,0.32611710034462815,0.06498171482190516,0.151510478186655,3.705328168012808,0.06,1.5,0.0,64.74807149385414,9.310251756208332e-06,78.97814566833578,37187795.87020915,45360782.05202598,5.347305855171231,138.45430880507064,79520678.4449571,0.0022895129718551693,0.001306001167903701,0.4676493787204033,0.0010706893188603742
MMR,5276.29433987853,5096.69887498233,54500091.0,30.7,Myanmar,EAP,LMICs,0.4180693914260636,0.5,0.5,0.34198358432077974,0.10698830455615416,0.18011469149850054,0.5099883783880743,0.04768124855947201,0.64919218975476,3.705328168012808,0.06,1.5,0.0,143.19512594712998,0.0009603377641068174,267.56527241831594,7804147394.875044,14582331695.23801,52338.4955345581,368.05907432023923,20059253043.8288,0.06975711562155053,0.05071083134919948,0.38905473587791345,0.02713933619374741
MNE,27853.642950592097,28426.8714996308,623831.0,34.3,Montenegro,ECA,UMICs,0.4799341211716937,0.8333333333333334,0.5791666666666667,0.3178534786705985,0.3294896408611892,0.3761480821708673,0.3264402122890876,0.06470276914072502,0.187310087406685,3.705328168012808,0.06,1.5,0.0,145.01142467722806,5.843419103657136e-05,173.6315940495642,90462622.06781986,108316770.9475337,36.453059828535345,271.637698581247,169456017.1436379,0.009752322131187248,0.00623371220624745,0.5338413093418809,0.005206192415636803
MNG,16801.3067931352,16830.1515862536,3524788.0,31.4,Mongolia,EAP,UMICs,0.38223813366532067,0.8333333333333334,0.5583333333333333,0.22914325221774237,0.3455705831103114,0.2738433788427058,0.3398901677363303,0.042932431072780476,0.397689458904874,3.705328168012808,0.06,1.5,0.0,64.02520036540368,5.01594830012751e-05,83.65239713024977,225675257.94557047,294856965.5759388,176.80154376909846,109.23646682233729,385035387.4177726,0.006501664910194362,0.004978922066016261,0.5861156281220132,0.003810727412677421
MOZ,1495.3224081402,1450.29525689311,34631766.0,49.6,Mozambique,SSA,LICs,0.7136908668824892,1.0,0.5833333333333334,0.3294826964673195,0.0648100824780345,0.06392833786707176,0.4358046222756795,0.019377585753456633,0.8506112153602661,3.705328168012808,0.06,1.5,0.0,3.2022787363192364,0.00018834102965514845,4.819429862747634,110900567.8629835,166905367.26008815,6522.582467216161,10.890484533549861,377156711.99251795,0.007283034397307567,0.0032230038395143,0.29404373390863464,0.0021415306283693396
MRT,6396.99125827366,5804.6754007324,5169395.0,32.0,Mauritania,SSA,LMICs,0.6666666666666667,0.6666666666666666,1.0,0.22076578577680425,0.12279746051896867,0.27644202719339844,0.5365946926380437,0.04371275734127401,0.575401313050379,3.705328168012808,0.06,1.5,0.0,20.553308322098022,0.00011456712309146659,36.069261593274945,106248169.2737119,186456260.53396752,592.2427132734118,58.617007538675566,303014465.6853918,0.009163215201030991,0.005638472859662602,0.35063728404314953,0.0032129648911924094
MUS,27317.185283655,25275.1876485484,1259509.0,36.8,Mauritius,SSA,UMICs,0.5742250470100161,0.8333333333333334,0.6916666666666667,0.32153921983997297,0.27826793257581356,0.4007383729691496,0.26006505830102644,0.04568190704020796,0.18472384808344,3.705328168012808,0.06,1.5,0.0,217.03828325230262,7.948405839587804e-05,250.8097387687249,273361671.1008244,315897123.266858,100.11088690613396,358.86735707153434,451996666.03781116,0.013137054690852776,0.009181390255415324,0.6047869191096129,0.00794511883265534
MWI,1635.85689673716,1636.88804609079,21655286.0,38.5,Malawi,SSA,LICs,0.8,0.6666666666666666,1.0,0.9707059348850776,0.11144759345517934,0.1291782604475657,0.4116157216788688,0.055098227545927636,0.6162683457754661,3.705328168012808,0.06,1.5,0.0,3.383756105991794,0.00012097239387239907,4.90074866390083,73276206.22949862,106127113.93089035,2619.6917874114492,8.003947637388194,173327775.21666563,0.004892816513078052,0.0029958296924845586,0.4227608999071318,0.0020684915121493516
MYS,34071.9449554711,32999.563739747,35557673.0,40.7,Malaysia,EAP,UMICs,0.7205719607313039,0.8333333333333334,0.7583333333333333,0.24949212698674084,0.153987752860653,0.3721326105260076,0.1804735341960749,0.010348387574992625,0.276375407385757,3.705328168012808,0.06,1.5,0.0,63.73574084926233,1.564382876861622e-05,68.76964586220137,2266294631.530812,2445288579.893959,556.2581478224482,98.38716390896327,3498418601.672318,0.002887629809144921,0.0020183657244127674,0.6478054485668111,0.0018706223238080205
NAM,10281.3356370344,10708.5722585034,3030131.0,59.1,Namibia,SSA,LMICs,0.6244079980796371,0.6666666666666666,0.5333333333333333,0.312294397553134,0.12106035603597701,0.31883547239962073,0.3434217696549875,0.0373665666691797,0.39130518080585297,3.705328168012808,0.06,1.5,0.0,9.353455238951689,2.654482099820749e-05,11.52054819079067,28342194.67665992,34908770.209908724,80.43428499611946,27.67286386709678,83852402.66246983,0.0026915631240960903,0.0011205303082697253,0.3380009847868695,0.0009097509865605016
NER,1772.7245118612798,2089.6357920904,27032412.0,32.9,Niger,SSA,LICs,0.6666666666666667,0.6666666666666666,0.4083333333333333,0.23278847187557952,0.12239436960101292,0.06275824744172463,0.631820332317084,0.013430885068479387,0.902672135245963,3.705328168012808,0.06,1.5,0.0,10.100747659965611,0.00040740677639397154,21.68760174600412,273047572.25222635,586268185.6899029,11013.187831073714,30.408158693185804,822005873.9555802,0.017153347003285146,0.01223405080760864,0.3321722884269575,0.005697866528262921
NGA,5665.45157716197,5384.77783291057,232679478.0,33.9,Nigeria,SSA,LMICs,0.5289779172613325,0.8333333333333334,0.5416666666666667,0.33211773435943276,0.08153520349075809,0.07787672814626506,0.5519366621745357,0.032357058393840614,0.8472765376212721,3.705328168012808,0.06,1.5,0.0,7.745640554542324,5.6311383797173455e-05,12.739846478644864,1802251601.0065384,2964300828.4512243,13102.503387383978,24.013087191034767,5587352592.778456,0.004238512475834061,0.0022486903833051053,0.32255913173188916,0.0013671709040398146
NIC,7661.60202722818,7785.76927506026,6916140.0,46.2,Nicaragua,LAC,LMICs,0.5839488873340655,0.6666666666666666,0.4666666666666667,0.26510141584931673,0.1522346863979603,0.2938117184885567,0.38871181023114343,0.04511878484642958,0.429872216086372,3.705328168012808,0.06,1.5,0.0,57.61768097122264,0.00018976045724724004,74.887615866987,398491948.07231176,517933235.60230345,1312.409888785927,127.25800252370776,880134161.5743161,0.016609842441757217,0.009774406919185791,0.45276273262648964,0.007520317652425443
NLD,70901.8384173158,70376.0113936909,17994237.0,25.7,Netherlands,ECA,HICs,0.6848459183373843,0.8333333333333334,0.9166666666666667,0.2157709406280088,0.48499550955564374,0.445246355632305,0.2974947475386566,0.05653754835610681,0.165034079958082,3.705328168012808,0.06,1.5,0.0,69.38973932448438,5.9563201404074125e-06,85.34772009424482,1248615414.7729917,1535767102.7855036,107.17943625436423,112.45124716458194,2023474392.4250655,0.001586013136961465,0.001203744811127507,0.6170650933104068,0.0009786733443506574
NOR,91108.2369704645,110848.884305355,5572272.0,26.5,Norway,ECA,HICs,0.7135282568782568,1.0,1.0,0.23773524714427238,0.5526897861136881,0.562310864434602,0.1894877552406183,0.043874158165330475,0.045686030705137305,3.705328168012808,0.06,1.5,0.0,35.163268470218654,1.5066333378412185e-06,37.092272336599535,195939296.32508224,206688230.5576082,8.395370762719162,41.43277647960002,230874700.25953376,0.00045476433149542467,0.00040712314901477156,0.8486824069714893,0.0003859504874583173
NPL,5046.81592972946,5070.94516128461,29651054.0,30.0,Nepal,SAR,LMICs,0.543613903690862,0.6666666666666666,1.0,0.31064782597856616,0.30266492850303744,0.1008238630090201,0.6717307393885494,0.07133996911835357,0.8016124188899749,3.705328168012808,0.06,1.5,0.0,60.09352051531613,0.0004611034767937643,115.12094095654662,1781836221.8497462,3413457236.8333755,13672.204089999654,165.319694731719,4901903195.7537155,0.03275722693943806,0.02281060822496013,0.36349885966603046,0.01190721463830711
PAK,5530.99612925916,5606.17604522018,251269164.0,29.6,Pakistan,MNA,LMICs,0.5128272667527066,0.8333333333333334,0.5083333333333333,0.6522309077626153,0.16331691342241061,0.2333752040599035,0.43922990819192115,0.03467429736017061,0.571100379312102,3.705328168012808,0.06,1.5,0.0,25.73065397327168,0.00015829794211285413,36.26261429909077,6465319913.037254,9111676779.386986,39775.39157761726,65.11488844191946,16361363582.754366,0.011772723560130418,0.006556253783520168,0.39515776789240226,0.0046520831640354315
PAN,36426.007943644996,34663.772926628,4515577.0,49.7,Panama,LAC,HICs,0.44902131420840696,0.8333333333333334,1.0,0.24867076843824124,0.18239864617348045,0.3494698618187214,0.45857083074121663,0.06367613499735653,0.38914519253997,3.705328168012808,0.06,1.5,0.0,152.13494599497483,4.732471726972117e-05,183.78751508166397,686977063.0311505,829906675.989915,213.6984048346557,329.0071945760612,1485657320.6621866,0.009032205645072915,0.0050455025257229195,0.4624061373217286,0.004176547323833679
PER,15661.7497711956,15022.326236543,34217848.0,40.1,Peru,LAC,UMICs,0.4081936571991137,0.8333333333333334,1.0,0.2774178440794039,0.12122330957639166,0.28266556128174314,0.42939181194133075,0.03122245924575337,0.526021514684753,3.705328168012808,0.06,1.5,0.0,82.38837611215368,0.00011503640510647438,107.58389241413379,2819152930.7725058,3681289277.875183,3936.2982243997635,225.47361242058028,7715221797.818328,0.014396450953089635,0.006869212826525765,0.3654014109574519,0.005260483491038705
PHL,10375.9404179938,11579.5326713361,115843670.0,39.3,Philippines,EAP,LMICs,0.7435303007378833,0.6666666666666666,1.0,0.3459349526152716,0.36256174499046384,0.3769440839198578,0.3897594816645219,0.0460934893994559,0.36745015142239096,3.705328168012808,0.06,1.5,0.0,126.73795112899859,0.00021499768174894755,159.40458475968677,14681789387.063843,18466012113.38818,24906.120495290103,227.23487247524665,26323721579.514557,0.02190017129253936,0.015362904791092454,0.5577398827409491,0.012214598968707602
POL,45112.5993993196,43043.7502844657,36554707.0,28.5,Poland,ECA,HICs,0.45110590521357724,0.8333333333333334,0.775,0.42158623054222205,0.398206134104147,0.45028089678839806,0.29573029654386285,0.04961261638349901,0.199045213380914,3.705328168012808,0.06,1.5,0.0,29.39222465504014,4.523932668007304e-06,32.84447937646218,1074424160.343168,1200620320.1741176,165.3710331667353,43.347385732915555,1584550984.6827083,0.0009608709387198231,0.0007280555723631734,0.6780622212407459,0.0006515302830340439
PRT,41883.8514202164,42037.3623562572,10701636.0,33.9,Portugal,ECA,HICs,0.598726219230438,0.8333333333333334,0.7416666666666667,0.1251835191172326,0.38223386567817097,0.3821316946845563,0.3769567511880185,0.08417263532430964,0.14550388774012699,3.705328168012808,0.06,1.5,0.0,44.87403235950013,9.050519827429103e-06,56.53354297574106,480225560.16359144,605001398.7167376,96.85536880392908,77.57886823750003,830220809.1696869,0.001852238168337462,0.0013497694471443372,0.5784311292364143,0.0010713922153262258
PRY,16296.2836189267,14943.4653092085,6929153.0,44.2,Paraguay,LAC,UMICs,0.4804687854724018,0.8333333333333334,0.6583333333333333,0.32039027475084436,0.09851573712759419,0.3398007708538281,0.4240770449495639,0.04987365141985839,0.41320538964087,3.705328168012808,0.06,1.5,0.0,44.65422852200028,6.007129071080615e-05,58.962438233854556,309415981.52590376,408559755.775428,416.2431642426546,124.96828940842552,865924397.4592599,0.0076685146338080325,0.0036181524335631267,0.3573244759401311,0.002740147972764682
ROU,40610.7541380693,40955.8939476654,19069340.0,29.8,Romania,ECA,HICs,0.4036449922733403,0.8333333333333334,1.0,0.3181439389878922,0.4612372961476078,0.4003447805486069,0.39807153675802964,0.07552940076959289,0.227960963680757,3.705328168012808,0.06,1.5,0.0,131.55737852822267,2.7438765678798055e-05,157.94352905731387,2508712380.6633773,3011878856.393797,523.239151909331,224.55676982235906,4282149393.0443044,0.005529490268979153,0.0038892045323840607,0.5858535399858764,0.0032394714483988925
RUS,41704.71093749999,38938.79296875,143533851.0,33.0,Russian Federation,ECA,HICs,0.38012716921762624,0.8333333333333334,0.7,0.2324524602368638,0.27473346113386404,0.3960001059964115,0.3418783008173147,0.08473331132869957,0.0658473099479725,3.705328168012808,0.06,1.5,0.0,85.14324917299108,2.0383083913125998e-05,108.06745200010467,12220938440.451975,15511337553.332672,2925.6625293071243,173.5991384278196,24917352868.827034,0.004162578627819308,0.0025912528721769106,0.4904589385873743,0.0020415738955867468
RWA,3264.64451474392,3277.63302263633,14256567.0,39.4,Rwanda,SSA,LICs,0.8,0.6666666666666666,1.0,0.585174807157438,0.08793525685313032,0.16894691143011337,0.2780990988576306,0.04303357030172615,0.412547595958113,3.705328168012808,0.06,1.5,0.0,15.939231572183495,0.00020850621144157243,23.232189604972273,227238722.83734936,331211267.6599907,2972.5827733329434,38.89312544552545,554482448.7535384,0.01191343353613992,0.007116299952429772,0.4098213087685207,0.004882378923707647
SDN,1871.58911132813,1831.03149414063,50448963.0,34.2,Sudan,SSA,LICs,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.6196936360546678,0.09291300670361981,0.3088152734156722,0.429201281295605,0.04333341935873191,0.465210501982334,3.705328168012808,0.06,1.5,0.0,16.18034524442182,0.0005627154540983432,24.960952992870425,816281638.5630623,1259254193.9820595,28388.411123335514,45.56219173506381,2298565325.04114,0.02434412097147309,0.013336769722472611,0.35512657816172893,0.008645244378954423
SEN,4495.89489345838,4264.48878673377,18501984.0,36.2,Senegal,SSA,LMICs,0.5152567271479656,0.6666666666666666,0.5208333333333333,0.3456410886964015,0.16978350810200632,0.13648205907467753,0.535154535597997,0.06019988393771811,0.695743915796617,3.705328168012808,0.06,1.5,0.0,2.050677058314616,2.523568483329516e-05,3.3367624191215377,37941594.12210409,61736724.89038798,466.9102370146696,7.607453725006061,140752987.10080254,0.0016920888733575742,0.0007421798102924061,0.26956155534327386,0.00045612210848131567
