iso3,hazard,rp,income_cat,di
COM,Earthquake,500.0,0.6,268.16502909389766
COM,Earthquake,500.0,0.8,328.540692653467
COM,Earthquake,500.0,1.0,503.1939002595316
COM,Earthquake,500.0,tot,313.95981796767666
COM,Earthquake,1000.0,0.2,230.60579933288975
COM,Earthquake,1000.0,0.4,483.03669464720195
COM,Earthquake,1000.0,0.6,407.2657520638917
COM,Earthquake,1000.0,0.8,498.95906535320444
COM,Earthquake,1000.0,1.0,764.2071858348226
COM,Earthquake,1000.0,tot,476.8148994464021
COM,Earthquake,2500.0,0.2,396.2070040219561
COM,Earthquake,2500.0,0.4,829.9120064303634
COM,Earthquake,2500.0,0.6,699.7289050526031
COM,Earthquake,2500.0,0.8,857.2684511190997
COM,Earthquake,2500.0,1.0,1312.9949048444464
COM,Earthquake,2500.0,tot,819.2222542936937
COM,Earthquake,5000.0,0.2,588.1976183159854
COM,Earthquake,5000.0,0.4,1232.063695590625
COM,Earthquake,5000.0,0.6,1038.7975761175228
COM,Earthquake,5000.0,0.8,1272.676293167563
COM,Earthquake,5000.0,1.0,1949.2347890138014
COM,Earthquake,5000.0,tot,1216.1939944410994
COM,Earthquake,AAL,0.2,2.6835588471930287
COM,Earthquake,AAL,0.4,5.621096256855934
COM,Earthquake,AAL,0.6,4.739350073898621
COM,Earthquake,AAL,0.8,5.8063848267878
COM,Earthquake,AAL,1.0,8.893076239054729
COM,Earthquake,AAL,tot,5.548693248758022
COM,Storm surge,10.0,0.2,1.4059539607613285
COM,Storm surge,10.0,0.4,3.1431489458536994
COM,Storm surge,10.0,0.6,4.025263281809807
COM,Storm surge,10.0,0.8,6.506616597519958
COM,Storm surge,10.0,1.0,15.819674793028723
COM,Storm surge,10.0,tot,6.180131515794703
COM,Storm surge,25.0,0.2,1.777684356537967
COM,Storm surge,25.0,0.4,3.9741889615570907
COM,Storm surge,25.0,0.6,5.089531924037434
COM,Storm surge,25.0,0.8,8.226948294336628
COM,Storm surge,25.0,1.0,20.002353697174303
COM,Storm surge,25.0,tot,7.814141446728685
COM,Storm surge,50.0,0.2,2.1375811553913047
COM,Storm surge,50.0,0.4,4.778773802528585
COM,Storm surge,50.0,0.6,6.119920834412352
COM,Storm surge,50.0,0.8,9.892515268910707
COM,Storm surge,50.0,1.0,24.051881971789943
COM,Storm surge,50.0,tot,9.396134606606577
COM,Storm surge,100.0,0.2,2.499228875647115
COM,Storm surge,100.0,0.4,5.587273001234146
COM,Storm surge,100.0,0.6,7.155322654048517
COM,Storm surge,100.0,0.8,11.566185335460395
COM,Storm surge,100.0,1.0,28.12111146561457
COM,Storm surge,100.0,tot,10.985824266400948
COM,Storm surge,250.0,0.2,3.1907480757662796
COM,Storm surge,250.0,0.4,7.133232474698175
COM,Storm surge,250.0,0.6,9.135150530772455
COM,Storm surge,250.0,0.8,14.76646815450584
COM,Storm surge,250.0,1.0,35.902026889823276
COM,Storm surge,250.0,tot,14.025525225113205
COM,Storm surge,500.0,0.2,3.555573438989428
COM,Storm surge,500.0,0.4,7.948835608114283
COM,Storm surge,500.0,0.6,10.179649980856599
COM,Storm surge,500.0,0.8,16.45484404005879
COM,Storm surge,500.0,1.0,40.00701095297055
COM,Storm surge,500.0,tot,15.62918280419793
COM,Storm surge,1000.0,0.2,3.9216681180182458
COM,Storm surge,1000.0,0.4,8.767276422385049
COM,Storm surge,1000.0,0.6,11.227783497520681
COM,Storm surge,1000.0,0.8,18.14909419426838
COM,Storm surge,1000.0,1.0,44.12627724996351
COM,Storm surge,1000.0,tot,17.238419896431175
COM,Storm surge,2500.0,0.2,4.618603090809937
COM,Storm surge,2500.0,0.4,10.325343390575695
COM,Storm surge,2500.0,0.6,13.22311679724773
COM,Storm surge,2500.0,0.8,21.374440676386072
COM,Storm surge,2500.0,1.0,51.968130489238284
COM,Storm surge,2500.0,tot,20.301926888851547
COM,Storm surge,5000.0,0.2,4.98760935997351
COM,Storm surge,5000.0,0.4,11.15029335217128
COM,Storm surge,5000.0,0.6,14.279586231862242
COM,Storm surge,5000.0,0.8,23.08216538326596
COM,Storm surge,5000.0,1.0,56.120157751627815
COM,Storm surge,5000.0,tot,21.92396241578016
COM,Storm surge,AAL,0.2,0.44812319850787
COM,Storm surge,AAL,0.4,1.001823671551848
COM,Storm surge,AAL,0.6,1.2829821651516213
COM,Storm surge,AAL,0.8,2.0738700715108633
COM,Storm surge,AAL,1.0,5.042244245158609
COM,Storm surge,AAL,tot,1.9698086703761626
COM,Tsunami,10.0,0.2,3.530570239519242
COM,Tsunami,10.0,0.4,8.137758335815308
COM,Tsunami,10.0,0.6,9.075028031357292
COM,Tsunami,10.0,0.8,14.81393304883247
COM,Tsunami,10.0,1.0,35.96405490090026
COM,Tsunami,10.0,tot,14.304268911284913
COM,Tsunami,25.0,0.2,7.569136360361493
COM,Tsunami,25.0,0.4,17.446417528246634
COM,Tsunami,25.0,0.6,19.455815911709394
COM,Tsunami,25.0,0.8,31.759367941408478
COM,Tsunami,25.0,1.0,77.10279562473956
COM,Tsunami,25.0,tot,30.666706673293113
COM,Tsunami,50.0,0.2,13.613530122729534
COM,Tsunami,50.0,0.4,31.378392361682728
COM,Tsunami,50.0,0.6,34.99241173185668
COM,Tsunami,50.0,0.8,57.12106263713376
COM,Tsunami,50.0,1.0,138.67384346262753
COM,Tsunami,50.0,tot,55.15584806320605
COM,Tsunami,100.0,0.2,24.651930020053978
COM,Tsunami,100.0,0.4,56.821259854597024
COM,Tsunami,100.0,0.6,63.365672053450254
COM,Tsunami,100.0,0.8,103.4371266017667
COM,Tsunami,100.0,1.0,251.1161949790565
COM,Tsunami,100.0,tot,99.87843670178489
COM,Tsunami,250.0,0.2,53.04618563795986
COM,Tsunami,250.0,0.4,122.26836178659201
COM,Tsunami,250.0,0.6,136.35067112745466
COM,Tsunami,250.0,0.8,222.576691362945
COM,Tsunami,250.0,1.0,540.3534848882387
COM,Tsunami,250.0,tot,214.91907896063805
COM,Tsunami,500.0,0.2,95.25876857831366
COM,Tsunami,500.0,0.4,219.56590167236848
COM,Tsunami,500.0,0.6,244.8544955725019
COM,Tsunami,500.0,0.8,399.69662810773514
COM,Tsunami,500.0,1.0,970.3507792013544
COM,Tsunami,500.0,tot,385.9453146264547
COM,Tsunami,1000.0,0.2,169.55601220872614
COM,Tsunami,1000.0,0.4,390.81671178620996
COM,Tsunami,1000.0,0.6,435.82918885332083
COM,Tsunami,1000.0,0.8,711.4407142425559
COM,Tsunami,1000.0,1.0,1727.1775713723423
COM,Tsunami,1000.0,tot,686.964039692631
COM,Tsunami,2500.0,0.2,355.2930501391517
COM,Tsunami,2500.0,0.4,818.9297434345428
COM,Tsunami,2500.0,0.6,913.2503166962281
COM,Tsunami,2500.0,0.8,1490.7754556367518
COM,Tsunami,2500.0,1.0,3619.1827082450714
COM,Tsunami,2500.0,tot,1439.4862548303493
COM,Tsunami,5000.0,0.2,605.8489762459334
COM,Tsunami,5000.0,0.4,1396.4465290915339
COM,Tsunami,5000.0,0.6,1557.2828379558387
COM,Tsunami,5000.0,0.8,2542.0840155931987
COM,Tsunami,5000.0,1.0,6171.463634817767
COM,Tsunami,5000.0,tot,2454.6251987408546
COM,Tsunami,AAL,0.2,2.330804619620992
COM,Tsunami,AAL,0.4,5.37236860781457
COM,Tsunami,AAL,0.6,5.991133393102476
COM,Tsunami,AAL,0.8,9.779831937199036
COM,Tsunami,AAL,1.0,23.742676003164725
COM,Tsunami,AAL,tot,9.443362912180358
COM,Wind,10.0,0.2,3.4769626701449114
COM,Wind,10.0,0.4,7.73216090860182
COM,Wind,10.0,0.6,8.958355023169734
COM,Wind,10.0,0.8,10.77035205149253
COM,Wind,10.0,1.0,22.453856350953284
COM,Wind,10.0,tot,10.678337400872456
COM,Wind,25.0,0.2,5.305971358490924
COM,Wind,25.0,0.4,11.79955846882262
COM,Wind,25.0,0.6,13.67077523732654
COM,Wind,25.0,0.8,16.43594853542099
COM,Wind,25.0,1.0,34.265400577582064
COM,Wind,25.0,tot,16.295530835528627
COM,Wind,50.0,0.2,7.164003171095241
COM,Wind,50.0,0.4,15.931498415062709
COM,Wind,50.0,0.6,18.457973203119575
COM,Wind,50.0,0.8,22.191447987988965
COM,Wind,50.0,1.0,46.26437306410179
COM,Wind,50.0,tot,22.001859168273658
COM,Wind,100.0,0.2,8.77595045017623
COM,Wind,100.0,0.4,19.51618911222234
COM,Wind,100.0,0.6,22.611137149523525
COM,Wind,100.0,0.8,27.18466802835042
COM,Wind,100.0,1.0,56.67415771913531
COM,Wind,100.0,tot,26.952420491881565
COM,Wind,250.0,0.2,11.490585365257376
COM,Wind,250.0,0.4,25.553065536507265
COM,Wind,250.0,0.6,29.605363327561705
COM,Wind,250.0,0.8,35.593608963421566
COM,Wind,250.0,1.0,74.20498223787182
COM,Wind,250.0,tot,35.28952108612394
COM,Wind,500.0,0.2,13.973307891839838
COM,Wind,500.0,0.4,31.074209100050652
COM,Wind,500.0,0.6,36.00206985769504
COM,Wind,500.0,0.8,43.2841705811993
COM,Wind,500.0,1.0,90.23814113538373
COM,Wind,500.0,tot,42.914379713233714
COM,Wind,1000.0,0.2,16.88445753343829
COM,Wind,1000.0,0.4,37.548100134640805
COM,Wind,1000.0,0.6,43.50261400760315
COM,Wind,1000.0,0.8,52.301841890647765
COM,Wind,1000.0,1.0,109.03803692657208
COM,Wind,1000.0,tot,51.85501009858042
COM,Wind,2500.0,0.2,21.35235644017395
COM,Wind,2500.0,0.4,47.48393107320191
COM,Wind,2500.0,0.6,55.01410504483701
COM,Wind,2500.0,0.8,66.14175008673247
COM,Wind,2500.0,1.0,137.8912544499662
COM,Wind,2500.0,tot,65.57667941898231
COM,Wind,5000.0,0.2,25.1748743738871
COM,Wind,5000.0,0.4,55.984546852968684
COM,Wind,5000.0,0.6,64.8627792991424
COM,Wind,5000.0,0.8,77.98250530183599
COM,Wind,5000.0,1.0,162.57667006271637
COM,Wind,5000.0,tot,77.3162751781101
COM,Wind,AAL,0.2,1.2861311938545807
COM,Wind,AAL,0.4,2.860132329244032
COM,Wind,AAL,0.6,3.313702485175632
COM,Wind,AAL,0.8,3.983961594170007
COM,Wind,AAL,1.0,8.305698914531769
COM,Wind,AAL,tot,3.9499253033952044
COM,all_hazards,10.0,0.2,11.804866422540364
COM,all_hazards,10.0,0.4,26.11679573696156
COM,all_hazards,10.0,0.6,28.048056610587434
COM,all_hazards,10.0,0.8,39.42878988832594
COM,all_hazards,10.0,1.0,85.47631738258941
COM,all_hazards,10.0,tot,38.174965208200945
COM,all_hazards,25.0,0.2,22.846173272625393
COM,all_hazards,25.0,0.4,50.38236895759782
COM,all_hazards,25.0,0.6,52.686199562438354
COM,all_hazards,25.0,0.8,74.15018764249623
COM,all_hazards,25.0,1.0,158.52268920095491
COM,all_hazards,25.0,tot,71.71752372722254
COM,all_hazards,50.0,0.2,39.28142962279683
COM,all_hazards,50.0,0.4,86.37024296052196
COM,all_hazards,50.0,0.6,88.47434754529031
COM,all_hazards,50.0,0.8,124.6166302244938
COM,all_hazards,50.0,1.0,263.22661682316544
COM,all_hazards,50.0,tot,120.39385343525366
COM,all_hazards,100.0,0.2,68.57824880618622
COM,all_hazards,100.0,0.4,150.31718446031414
COM,all_hazards,100.0,0.6,150.79629688025275
COM,all_hazards,100.0,0.8,212.83486774967548
COM,all_hazards,100.0,1.0,444.1144472346847
COM,all_hazards,100.0,tot,205.32820902622265
COM,all_hazards,250.0,0.2,148.20536651439562
COM,all_hazards,250.0,0.4,323.52697467443795
COM,all_hazards,250.0,0.6,317.22061605422795
COM,all_hazards,250.0,0.8,447.0657437892743
COM,all_hazards,250.0,1.0,917.1569495629169
COM,all_hazards,250.0,tot,430.63513011905053
COM,all_hazards,500.0,0.2,264.63054505546603
COM,all_hazards,500.0,0.4,576.6455190656973
COM,all_hazards,500.0,0.6,559.2012445049512
COM,all_hazards,500.0,0.8,787.9763353824602
COM,all_hazards,500.0,1.0,1603.7898315492403
COM,all_hazards,500.0,tot,758.448695111563
COM,all_hazards,1000.0,0.2,420.96793719307243
COM,all_hazards,1000.0,0.4,920.1687829904378
COM,all_hazards,1000.0,0.6,897.8253384223364
COM,all_hazards,1000.0,0.8,1280.8507156806766
COM,all_hazards,1000.0,1.0,2644.5490713837007
COM,all_hazards,1000.0,tot,1232.872369134045
COM,all_hazards,2500.0,0.2,777.4710136920917
COM,all_hazards,2500.0,0.4,1706.6510243286837
COM,all_hazards,2500.0,0.6,1681.2164435909158
COM,all_hazards,2500.0,0.8,2435.56009751897
COM,all_hazards,2500.0,1.0,5122.036998028722
COM,all_hazards,2500.0,tot,2344.5871154318766
COM,all_hazards,5000.0,0.2,1224.2090782957794
COM,all_hazards,5000.0,0.4,2695.6450648872988
COM,all_hazards,5000.0,0.6,2675.222779604366
COM,all_hazards,5000.0,0.8,3915.8249794458634
COM,all_hazards,5000.0,1.0,8339.395251645912
COM,all_hazards,5000.0,tot,3770.059430775844
COM,all_hazards,AAL,0.2,6.748617859176472
COM,all_hazards,AAL,0.4,14.855420865466385
COM,all_hazards,AAL,0.6,15.327168117328352
COM,all_hazards,AAL,0.8,21.644048429667706
COM,all_hazards,AAL,1.0,45.983695401909834
COM,all_hazards,AAL,tot,20.91179013470975
CRI,Earthquake,10.0,0.2,1.5212071843291834
CRI,Earthquake,10.0,0.4,5.350203038303679
CRI,Earthquake,10.0,0.6,7.176546471423004
CRI,Earthquake,10.0,0.8,10.003204336363103
CRI,Earthquake,10.0,1.0,20.45987494948446
CRI,Earthquake,10.0,tot,8.902207195980685
CRI,Earthquake,25.0,0.2,3.7996961421312907
CRI,Earthquake,25.0,0.4,13.363824503120942
CRI,Earthquake,25.0,0.6,17.925694949512916
CRI,Earthquake,25.0,0.8,24.98616711608002
CRI,Earthquake,25.0,1.0,51.105009702099025
CRI,Earthquake,25.0,tot,22.23607848258884
CRI,Earthquake,50.0,0.2,7.585479551760984
CRI,Earthquake,50.0,0.4,26.678716852576095
CRI,Earthquake,50.0,0.6,35.785754282542605
CRI,Earthquake,50.0,0.8,49.88084642726125
CRI,Earthquake,50.0,1.0,102.02289645992023
CRI,Earthquake,50.0,tot,44.39073871481223
CRI,Earthquake,100.0,0.2,15.09857957423132
CRI,Earthquake,100.0,0.4,53.10286931608599
CRI,Earthquake,100.0,0.6,71.23004616542978
CRI,Earthquake,100.0,0.8,99.28573716043759
CRI,Earthquake,100.0,1.0,203.07230545972016
CRI,Earthquake,100.0,tot,88.35790753518097
CRI,Earthquake,250.0,0.2,37.210011135878496
CRI,Earthquake,250.0,0.4,130.87048015900925
CRI,Earthquake,250.0,0.6,175.54438137666477
CRI,Earthquake,250.0,0.8,244.68681753872053
CRI,Earthquake,250.0,1.0,500.4658027859161
CRI,Earthquake,250.0,tot,217.75549859923785
CRI,Earthquake,500.0,0.2,65.00672955204463
CRI,Earthquake,500.0,0.4,228.63368352609538
CRI,Earthquake,500.0,0.6,306.67999756470397
CRI,Earthquake,500.0,0.8,427.4733945820561
CRI,Earthquake,500.0,1.0,874.3250565808473
CRI,Earthquake,500.0,tot,380.4237723611495
CRI,Earthquake,1000.0,0.2,86.32390741429604
CRI,Earthquake,1000.0,0.4,303.60784282641026
CRI,Earthquake,1000.0,0.6,407.247309594263
CRI,Earthquake,1000.0,0.8,567.6515953080373
CRI,Earthquake,1000.0,1.0,1161.0360304906371
CRI,Earthquake,1000.0,tot,505.1733371267288
CRI,Earthquake,2500.0,0.2,123.78777127899306
CRI,Earthquake,2500.0,0.4,435.3711426190614
CRI,Earthquake,2500.0,0.6,583.9892832016446
CRI,Earthquake,2500.0,0.8,814.0077059870179
CRI,Earthquake,2500.0,1.0,1664.9160921235493
CRI,Earthquake,2500.0,tot,724.4143990420532
CRI,Earthquake,5000.0,0.2,160.83696145399472
CRI,Earthquake,5000.0,0.4,565.6760030502854
CRI,Earthquake,5000.0,0.6,758.7749650985805
CRI,Earthquake,5000.0,0.8,1057.636991751111
CRI,Earthquake,5000.0,1.0,2163.218891222204
CRI,Earthquake,5000.0,tot,941.2287625152352
CRI,Earthquake,AAL,0.2,1.1496117897020426
CRI,Earthquake,AAL,0.4,4.043273364401031
CRI,Earthquake,AAL,0.6,5.4234837423087425
CRI,Earthquake,AAL,0.8,7.559655093893672
CRI,Earthquake,AAL,1.0,15.462005241665478
CRI,Earthquake,AAL,tot,6.7276058463941935
CRI,Flood,10.0,0.2,7.363193404645475
CRI,Flood,10.0,0.4,20.917715702909728
CRI,Flood,10.0,0.6,24.473915458269683
CRI,Flood,10.0,0.8,31.257887684537526
CRI,Flood,10.0,1.0,60.54901791386549
CRI,Flood,10.0,tot,28.91234603284558
CRI,Flood,25.0,0.2,15.024974526286439
CRI,Flood,25.0,0.4,42.68367382365011
CRI,Flood,25.0,0.6,49.940282172539995
CRI,Flood,25.0,0.8,63.783326118988434
CRI,Flood,25.0,1.0,123.55338258173495
CRI,Flood,25.0,tot,58.99712784463999
CRI,Flood,50.0,0.2,20.87253309111083
CRI,Flood,50.0,0.4,59.29570081970096
CRI,Flood,50.0,0.6,69.37650312831457
CRI,Flood,50.0,0.8,88.60711096385147
CRI,Flood,50.0,1.0,171.63903086452234
CRI,Flood,50.0,tot,81.95817577350003
CRI,Flood,100.0,0.2,23.2818645975283
CRI,Flood,100.0,0.4,66.14024621131178
CRI,Flood,100.0,0.6,77.38468278061201
CRI,Flood,100.0,0.8,98.83509350942856
CRI,Flood,100.0,1.0,191.4514476415264
CRI,Flood,100.0,tot,91.41866694808141
CRI,Flood,250.0,0.2,24.7786756384533
CRI,Flood,250.0,0.4,70.39245936047212
CRI,Flood,250.0,0.6,82.35981039976312
CRI,Flood,250.0,0.8,105.18928642967579
CRI,Flood,250.0,1.0,203.76002539441546
CRI,Flood,250.0,tot,97.29605144455596
CRI,Flood,500.0,0.2,26.115180475576647
CRI,Flood,500.0,0.4,74.18926689793109
CRI,Flood,500.0,0.6,86.80210935834954
CRI,Flood,500.0,0.8,110.86295487661461
CRI,Flood,500.0,1.0,214.75037304356175
CRI,Flood,500.0,tot,102.54397693040673
CRI,Flood,1000.0,0.2,27.74762567590619
CRI,Flood,1000.0,0.4,78.826796122619
CRI,Flood,1000.0,0.6,92.22806025051477
CRI,Flood,1000.0,0.8,117.79293564974863
CRI,Flood,1000.0,1.0,228.17429772490905
CRI,Flood,1000.0,tot,108.95394308473954
CRI,Flood,2500.0,0.2,30.427165839583957
CRI,Flood,2500.0,0.4,86.43896332754042
CRI,Flood,2500.0,0.6,101.13436432661267
CRI,Flood,2500.0,0.8,129.16799547496092
CRI,Flood,2500.0,1.0,250.20869454913088
CRI,Flood,2500.0,tot,119.47543670356576
CRI,Flood,5000.0,0.2,32.97067108756426
CRI,Flood,5000.0,0.4,93.66467596908862
CRI,Flood,5000.0,0.6,109.58851308867716
CRI,Flood,5000.0,0.8,139.96556617522634
CRI,Flood,5000.0,1.0,271.12444894542085
CRI,Flood,5000.0,tot,129.46277505319546
CRI,Flood,AAL,0.2,1.0774277309855207
CRI,Flood,AAL,0.4,3.060808772586153
CRI,Flood,AAL,0.6,3.5811737858057957
CRI,Flood,AAL,0.8,4.573846312675045
CRI,Flood,AAL,1.0,8.859904582049703
CRI,Flood,AAL,tot,4.230632236820443
CRI,Tsunami,10.0,0.2,0.20251151231597656
CRI,Tsunami,10.0,0.4,0.6064092622337778
CRI,Tsunami,10.0,0.6,0.683981834864424
CRI,Tsunami,10.0,0.8,0.8456421054696956
CRI,Tsunami,10.0,1.0,1.5900400135487875
CRI,Tsunami,10.0,tot,0.7857169456865323
CRI,Tsunami,25.0,0.2,0.42322641590403826
CRI,Tsunami,25.0,0.4,1.2673275493877503
CRI,Tsunami,25.0,0.6,1.429445552021095
CRI,Tsunami,25.0,0.8,1.7672974407354156
CRI,Tsunami,25.0,1.0,3.3230058300501444
CRI,Tsunami,25.0,tot,1.6420605576196887
CRI,Tsunami,50.0,0.2,0.7952829689504443
CRI,Tsunami,50.0,0.4,2.3814298404717418
CRI,Tsunami,50.0,0.6,2.686065093871888
CRI,Tsunami,50.0,0.8,3.320921149697953
CRI,Tsunami,50.0,1.0,6.244246207356592
CRI,Tsunami,50.0,tot,3.085589052069724
CRI,Tsunami,100.0,0.2,1.4278515828319307
CRI,Tsunami,100.0,0.4,4.275620753714826
CRI,Tsunami,100.0,0.6,4.822563094662829
CRI,Tsunami,100.0,0.8,5.9623840886645585
CRI,Tsunami,100.0,1.0,11.210923883524208
CRI,Tsunami,100.0,tot,5.53986868067967
CRI,Tsunami,250.0,0.2,3.1306237118122326
CRI,Tsunami,250.0,0.4,9.374475523393768
CRI,Tsunami,250.0,0.6,10.57366925063662
CRI,Tsunami,250.0,0.8,13.07277397128675
CRI,Tsunami,250.0,1.0,24.580414773552597
CRI,Tsunami,250.0,tot,12.146391446136395
CRI,Tsunami,500.0,0.2,5.639846633937219
CRI,Tsunami,500.0,0.4,16.888201551036424
CRI,Tsunami,500.0,0.6,19.048559782691857
CRI,Tsunami,500.0,0.8,23.550719302353958
CRI,Tsunami,500.0,1.0,44.281837193762435
CRI,Tsunami,500.0,tot,21.88183289275638
CRI,Tsunami,1000.0,0.2,10.160349894693965
CRI,Tsunami,1000.0,0.4,30.424592721745793
CRI,Tsunami,1000.0,0.6,34.316541733163795
CRI,Tsunami,1000.0,0.8,42.42731476841552
CRI,Tsunami,1000.0,1.0,79.77503451266804
CRI,Tsunami,1000.0,tot,39.42076672613742
CRI,Tsunami,2500.0,0.2,22.10358970528847
CRI,Tsunami,2500.0,0.4,66.18794839173466
CRI,Tsunami,2500.0,0.6,74.65478713192529
CRI,Tsunami,2500.0,0.8,92.299573110954
CRI,Tsunami,2500.0,1.0,173.548612977797
CRI,Tsunami,2500.0,tot,85.75890226353988
CRI,Tsunami,5000.0,0.2,39.71159020579561
CRI,Tsunami,5000.0,0.4,118.91410934333695
CRI,Tsunami,5000.0,0.6,134.12573943926472
CRI,Tsunami,5000.0,0.8,165.8265861981287
CRI,Tsunami,5000.0,1.0,311.7996439152843
CRI,Tsunami,5000.0,tot,154.07553382036207
CRI,Tsunami,AAL,0.2,0.13672421932351225
CRI,Tsunami,AAL,0.4,0.4094129366832949
CRI,Tsunami,AAL,0.6,0.46178551201270707
CRI,Tsunami,AAL,0.8,0.5709293035994629
CRI,Tsunami,AAL,1.0,1.073504301357462
CRI,Tsunami,AAL,tot,0.5304712545952879
CRI,Wind,10.0,0.2,1.8052535476630465
CRI,Wind,10.0,0.4,3.7004282543106033
CRI,Wind,10.0,0.6,5.172058521381504
CRI,Wind,10.0,0.8,8.755766279605677
CRI,Wind,10.0,1.0,23.092675064755046
CRI,Wind,10.0,tot,8.505236333543175
CRI,Wind,25.0,0.2,2.999018548877672
CRI,Wind,25.0,0.4,6.147420669985559
CRI,Wind,25.0,0.6,8.592199949743117
CRI,Wind,25.0,0.8,14.545716038706242
CRI,Wind,25.0,1.0,38.36323210778831
CRI,Wind,25.0,tot,14.129517463020182
CRI,Wind,50.0,0.2,3.7939842411676183
CRI,Wind,50.0,0.4,7.776949947335671
CRI,Wind,50.0,0.6,10.869779787952675
CRI,Wind,50.0,0.8,18.40142584246581
CRI,Wind,50.0,1.0,48.53237673760771
CRI,Wind,50.0,tot,17.874903311305896
CRI,Wind,100.0,0.2,4.673910593052465
CRI,Wind,100.0,0.4,9.580632503972982
CRI,Wind,100.0,0.6,13.390772250394122
CRI,Wind,100.0,0.8,22.669208332267562
CRI,Wind,100.0,1.0,59.788332085982404
CRI,Wind,100.0,tot,22.020571153133908
CRI,Wind,250.0,0.2,5.978432678604513
CRI,Wind,250.0,0.4,12.254655989481732
CRI,Wind,250.0,0.6,17.128233161435727
CRI,Wind,250.0,0.8,28.996347532445128
CRI,Wind,250.0,1.0,76.47568587927717
CRI,Wind,250.0,tot,28.16667104824885
CRI,Wind,500.0,0.2,7.070159606529419
CRI,Wind,500.0,0.4,14.492489658505537
CRI,Wind,500.0,0.6,20.256035108096253
CRI,Wind,500.0,0.8,34.29139643814428
CRI,Wind,500.0,1.0,90.4409791416275
CRI,Wind,500.0,tot,33.3102119905806
CRI,Wind,1000.0,0.2,8.263579943728017
CRI,Wind,1000.0,0.4,16.93877557815147
CRI,Wind,1000.0,0.6,23.675189072694888
CRI,Wind,1000.0,0.8,40.07967452205367
CRI,Wind,1000.0,1.0,105.70712726706762
CRI,Wind,1000.0,tot,38.93286927673913
CRI,Wind,2500.0,0.2,10.016700563027639
CRI,Wind,2500.0,0.4,20.532341191839567
CRI,Wind,2500.0,0.6,28.69788654906669
CRI,Wind,2500.0,0.8,48.58258782329962
CRI,Wind,2500.0,1.0,128.13292161779208
CRI,Wind,2500.0,tot,47.19248754900512
CRI,Wind,5000.0,0.2,11.478290132284823
CRI,Wind,5000.0,0.4,23.52832330487119
CRI,Wind,5000.0,0.6,32.88534641930176
CRI,Wind,5000.0,0.8,55.67152925298997
CRI,Wind,5000.0,1.0,146.8294714983259
CRI,Wind,5000.0,tot,54.07859212155472
CRI,Wind,AAL,0.2,0.6780501076236326
CRI,Wind,AAL,0.4,1.3898744469090836
CRI,Wind,AAL,0.6,1.9426162278413739
CRI,Wind,AAL,0.8,3.2886506584625392
CRI,Wind,AAL,1.0,8.67356878109699
CRI,Wind,AAL,tot,3.194552044386724
CRI,all_hazards,10.0,0.2,10.892165648953682
CRI,all_hazards,10.0,0.4,30.574756257757787
CRI,all_hazards,10.0,0.6,37.506502285938616
CRI,all_hazards,10.0,0.8,50.862500405976
CRI,all_hazards,10.0,1.0,105.69160794165379
CRI,all_hazards,10.0,tot,47.105506508055974
CRI,all_hazards,25.0,0.2,22.24691563319944
CRI,all_hazards,25.0,0.4,63.46224654614436
CRI,all_hazards,25.0,0.6,77.88762262381712
CRI,all_hazards,25.0,0.8,105.08250671451012
CRI,all_hazards,25.0,1.0,216.34463022167245
CRI,all_hazards,25.0,tot,97.00478434786869
CRI,all_hazards,50.0,0.2,33.047279852989874
CRI,all_hazards,50.0,0.4,96.13279746008448
CRI,all_hazards,50.0,0.6,118.71810229268172
CRI,all_hazards,50.0,0.8,160.21030438327648
CRI,all_hazards,50.0,1.0,328.43855026940685
CRI,all_hazards,50.0,tot,147.3094068516879
CRI,all_hazards,100.0,0.2,44.482206347644016
CRI,all_hazards,100.0,0.4,133.09936878508557
CRI,all_hazards,100.0,0.6,166.82806429109874
CRI,all_hazards,100.0,0.8,226.7524230907983
CRI,all_hazards,100.0,1.0,465.5230090707532
CRI,all_hazards,100.0,tot,207.33701431707595
CRI,all_hazards,250.0,0.2,71.09774316474854
CRI,all_hazards,250.0,0.4,222.89207103235685
CRI,all_hazards,250.0,0.6,285.60609418850026
CRI,all_hazards,250.0,0.8,391.9452254721282
CRI,all_hazards,250.0,1.0,805.2819288331614
CRI,all_hazards,250.0,tot,355.3646125381791
CRI,all_hazards,500.0,0.2,103.83191626808792
CRI,all_hazards,500.0,0.4,334.20364163356845
CRI,all_hazards,500.0,0.6,432.7867018138416
CRI,all_hazards,500.0,0.8,596.178465199169
CRI,all_hazards,500.0,1.0,1223.798245959799
CRI,all_hazards,500.0,tot,538.1597941748932
CRI,all_hazards,1000.0,0.2,132.49546292862422
CRI,all_hazards,1000.0,0.4,429.7980072489265
CRI,all_hazards,1000.0,0.6,557.4671006506364
CRI,all_hazards,1000.0,0.8,767.9515202482551
CRI,all_hazards,1000.0,1.0,1574.692489995282
CRI,all_hazards,1000.0,tot,692.4809162143449
CRI,all_hazards,2500.0,0.2,186.33522738689314
CRI,all_hazards,2500.0,0.4,608.5303955301761
CRI,all_hazards,2500.0,0.6,788.4763212092492
CRI,all_hazards,2500.0,0.8,1084.0578623962324
CRI,all_hazards,2500.0,1.0,2216.806321268269
CRI,all_hazards,2500.0,tot,976.841225558164
